,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace,newDevelopmentFinished,labels,district
334,88986313,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/e2/55/760396701.jpg,XXXX,18,2,45000.0,flat,sale,125.0,True,4,1,Calle mayor,Teruel,Alcañiz,es,41.0534674,-0.1338511,False,https://www.idealista.com/inmueble/88986313/,59026,"Se vende vivienda de 126 mts junto a la biblioteca municipal y el Liceo, compuesta de 4 habitaciones, gran cocina con despensa incorporada, comedor con balcón y fuego bajo, dos balcones, baño con bañera, trastero de 17 mts en los bajos del mismo edificio.",False,good,False,False,360.0,{'typology': 'flat'},"{'subtitle': 'Alcañiz', 'title': 'Piso en Calle mayor'}",True,False,True,False,False,False,,,,
335,100043799,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/e6/3c/1066544817.jpg,KR-06194-0001,1,,29000.0,chalet,sale,210.0,False,3,1,Calanda,Teruel,Calanda,es,40.9425435,-0.2278761,False,https://www.idealista.com/inmueble/100043799/,48492,"Chalet adosado de 210 m² a la venta en Calanda, en la provincia de Teruel. Se trata de una amplia vivienda distribuida en 3 dormitorios, cocina, salón y 1 baño. Ubicado en una zona residencial tranquila, a pocos minutos de todo tipo de servicios. Bien comunicada por carretera. Por ello, es una opción en la que invertir. Con los servicios prestados podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,,138.0,{'typology': 'chalet'},"{'subtitle': 'Calanda', 'title': 'Chalet'}",False,False,False,False,False,False,,,,
336,96150789,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/2e/79/988908836.jpg,504057,22,,77900.0,chalet,sale,283.0,False,4,2,"Calle Larga, 51",Teruel,Villarquemado,es,40.5189574,-1.2650399,True,https://www.idealista.com/inmueble/96150789/,56345,"En la Comarca Comunidad de Teruel se ubica el municipio de Villarquemado, un bello paraje donde disfrutar de su patrimonio cultural y natural, siendo la Laguna del Cañizar un lugar ideal por su fauna y flora. Es en Villarquemado donde se vende este chalet de 258m2 construidos, bien comunicado y situado en una zona tranquila de ruidos. Distribuido en dos plantas con patio, se accede a la vivienda mediante un porche donde, en la planta baja, se ubican el recibidor, salón, cocina, dos dormitorios y un cuarto de baño. Subiendo al piso superior se localizan dos dormitorios, un cuarto de baño, un lavadero y un acceso a una terraza exterior. Dispone de plaza de garaje. Sin gastos para comprador, honorarios por parte de la Propiedad. Precio no contractual, sujeto a posibles modificaciones por la propiedad.",False,good,False,,275.0,{'typology': 'chalet'},"{'subtitle': 'Villarquemado', 'title': 'Chalet en Calle Larga, 51'}",False,False,False,False,False,False,,,,
337,99002755,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/31/42/1031052552.jpg,Referencia Ático 21,29,,165000.0,penthouse,sale,112.0,True,3,2,"Acceso Urb Vega de la Selva , 9",Teruel,Alcalá de la Selva,es,40.370115,-0.6899895,True,https://www.idealista.com/obra-nueva/99002755/,57727,"22 APARTAMENTOS DE MONTAÑA EN LA VIRGEN DE LA VEGA Fincas Valencia Consultores le ofrece este Apartamento en exclusiva, disponiendo de más opciones a partir de 129.500 + IVA. Desde dos dormitorios y dos baños con parking cubierto y trastero. Orientaciones Este y Oeste. ¡LA PEQUEÑA SUIZA A UN SALTO DE VALENCIA! Atico en la Urbanización Nevados de la Vega, con 112,28 m2 construidos en una sola planta, con cubiertas inclinada. Orientación Este. Distribuido en 2 dormitorios dobles y dos baños completos, uno de ellos en la suite, cocina abierta al salón. 2 Terraza, una de 23,60 m2 y otra de 3,43 m2. La vivienda esa dotada de amplios ventanales hasta el suelo con unas vistas espectaculares abiertas al cielo y las montañas que podrás disfrutar en todo momento. Llegarás a tu Apartamento pasando por el garaje y distribuyendo en el trastero todo lo que necesites. El garaje dispone de tomas para cargar vehículos eléctricos por si eres de los que le gusta la ecología. Instalación de calefacción por suelo radiante mediante Aerotermia. instalación básica de domótica para calefacción e iluminación, 2 ascensores. En esta promoción personalizamos acabados, queremos un trato especial y personal con cada cliente, para que el resultado final sin duda sea el esperado. Urbanización situada en el entorno del Valle de La Virgen de la Vega y a tan solo 131 km de Valencia capital. A 12 km de la estación de esquí de Valdelinares, a 58 km de Javalambre y a 50 km de Teruel.  El Residencial Los Nevados de la Vega no sólo ofrece nieve y esquí, si no que también brinda un entorno único y actividades para todos los gustos durante todo el año. Para aficionados al deporte, a pocos minutos las pistas de Valdelinares, y a 500 metros la primera pista de esquí artificial de España, donde podrás aprender a esquiar los 365 días del año y practicar este deporte sin nieve y sin que sea temporada. Para los más pequeños, el Tubby, donde podrán pasarlo en grande deslizándose por la pista con unos flotadores. Y si eres aficionado al golf, a solo 3 Km se enclava el campo de golf El Castillejo, con 9 hoyos. Rutas por la naturaleza para practicar senderismo o ciclismo.  En verano podemos presenciar el deshielo y los ríos bajar por las colinas mientras practicamos ciclismo, en primavera los árboles en flor y la perfecta temperatura para rutas por la montaña, en otoño la caída de la hoja y los colores marrones que inundan el bosque mientras paseas, y en invierno, la nieve caer y las largas jornadas de esquí. La descripción e imágenes tienen mero carácter informativo y en ningún caso carácter contractual, pudiendo ser modificados por exigencias técnicas o comerciales de la promoción.",True,newdevelopment,True,True,1473.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Alcalá de la Selva', 'title': 'Ático en Acceso Urb Vega de la Selva , 9'}",True,False,False,False,False,False,,False,,
338,99002772,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/d3/56/1031052539.jpg,Referencia Apartamento 3/4,30,,149000.0,flat,sale,94.0,True,2,2,"Acceso Urb Vega de la Selva , 9",Teruel,Alcalá de la Selva,es,40.370115,-0.6899895,True,https://www.idealista.com/obra-nueva/99002772/,57727,"22 APARTAMENTOS DE MONTAÑA EN LA VIRGEN DE LA VEGA Fincas Valencia Consultores le ofrece este Apartamento en exclusiva, disponiendo de más opciones a partir de 129.500 + IVA. Desde dos dormitorios y dos baños con parking cubierto y trastero. Orientaciones Este y Oeste. ¡LA PEQUEÑA SUIZA A UN SALTO DE VALENCIA! Casa refugio en la Urbanización Nevados de la Vega, con 93,58 m2 construidos en una sola planta. Orientación Oeste. Distribuido en 2 dormitorios dobles y dos baños completos, uno de ellos en la suite, cocina abierta al salón. Terraza de 10,17 m2. La vivienda esa dotada de amplios ventanales hasta el suelo con unas vistas espectaculares abiertas al cielo y las montañas que podrás disfrutar en todo momento. Llegarás a tu Apartamento pasando por el garaje y distribuyendo en el trastero todo lo que necesites. El garaje dispone de tomas para cargar vehículos eléctricos por si eres de los que le gusta la ecología. Instalación de calefacción por suelo radiante mediante Aero termia. instalación básica de domótica para calefacción e iluminación, 2 ascensores. En esta promoción personalizamos acabados, queremos un trato especial y personal con cada cliente, para que el resultado final sin duda sea el esperado. Urbanización situada en el entorno del Valle de La Virgen de la Vega y a tan solo 131 km de Valencia capital. A 12 km de la estación de esquí de Valdelinares, a 58 km de Javalambre y a 50 km de Teruel.  El Residencial Los Nevados de la Vega no sólo ofrece nieve y esquí, si no que tamboén brinda un entorno único y actividades para todos los gustos durante todo el año. Para aficionados al deporte, a pocos minutos las pistas de Valdelinares, y a 500 metros la primera pista de esquí artificial de España, donde podrás aprender a esquiar los 365 días del año y practicar este deporte sin nieve y sin que sea temporada. Para los más pequeños, el Tubby, donde podrán pasarlo en grande deslizándose por la pista con unos flotadores. Y si eres aficionado al golf, a solo 3 Km se enclava el campo de golf El Castillejo, con 9 hoyos. Rutas por la naturaleza para practicar senderismo o ciclismo.  En verano podemos presenciar el deshielo y los ríos bajar por las colinas mientras practicamos ciclismo, en primavera los árboles en flor y la perfecta temperatura para rutas por la montaña, en otoño la caída de la hoja y los colores marrones que inundan el bosque mientras paseas, y en invierno, la nieve caer y las largas jornadas de esquí. La descripción e imágenes tienen mero carácter informativo y en ningún caso carácter contractual, pudiendo ser modificados por exigencias técnicas o comerciales de la promoción.",True,newdevelopment,True,True,1585.0,{'typology': 'flat'},"{'subtitle': 'Alcalá de la Selva', 'title': 'Piso en Acceso Urb Vega de la Selva , 9'}",True,False,False,False,False,False,,False,,
339,99002731,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/16/0f/1031052551.jpg,Referencia Apartamento 1/2,30,,145000.0,flat,sale,72.0,True,2,2,"Acceso Urb Vega de la Selva , 9",Teruel,Alcalá de la Selva,es,40.370115,-0.6899895,True,https://www.idealista.com/obra-nueva/99002731/,57727,"22 APARTAMENTOS DE MONTAÑA EN LA VIRGEN DE LA VEGA Fincas Valencia Consultores le ofrece este Apartamento en exclusiva, disponiendo de más opciones a partir de 129.500 + IVA. Desde dos dormitorios y dos baños con parking cubierto y trastero. Orientaciones Este y Oeste. ¡LA PEQUEÑA SUIZA A UN SALTO DE VALENCIA! Casa refugio en la Urbanización Nevados de la Vega, con 71,52 m2 construidos en una sola planta. Orientación Este distribuido en 2 dormitorioy dos baños completos, uno de ellos en la suite, cocina abierta al salón. La vivienda esa dotada de amplios ventanales hasta el suelo con unas vistas espectaculares abiertas al cielo y las montañas que podrás disfrutar en todo momento. Llegarás a tu Apartamento pasando por el garaje y distribuyendo en el trastero todo lo que necesites. El garaje dispone de tomas para cargar vehículos eléctricos por si eres de los que le gusta la ecología. Instalación de calefacción por suelo radiante mediante Aero termia. instalación básica de domótica para calefacción e iluminación, 2 ascensores. En esta promoción personalizamos acabados, queremos un trato especial y personal con cada cliente, para que el resultado final sin duda sea el esperado. Urbanización situada en el entorno del Valle de La Virgen de la Vega y a tan solo 131 km de Valencia capital. A 12 km de la estación de esquí de Valdelinares, a 58 km de Javalambre y a 50 km de Teruel.  El Residencial Los Nevados de la Vega no sólo ofrece nieve y esquí, si no que tamboén brinda un entorno único y actividades para todos los gustos durante todo el año. Para aficionados al deporte, a pocos minutos las pistas de Valdelinares, y a 500 metros la primera pista de esquí artificial de España, donde podrás aprender a esquiar los 365 días del año y practicar este deporte sin nieve y sin que sea temporada. Para los más pequeños, el Tubby, donde podrán pasarlo en grande deslizándose por la pista con unos flotadores. Y si eres aficionado al golf, a solo 3 Km se enclava el campo de golf El Castillejo, con 9 hoyos. Rutas por la naturaleza para practicar senderismo o ciclismo.  En verano podemos presenciar el deshielo y los ríos bajar por las colinas mientras practicamos ciclismo, en primavera los árboles en flor y la perfecta temperatura para rutas por la montaña, en otoño la caída de la hoja y los colores marrones que inundan el bosque mientras paseas, y en invierno, la nieve caer y las largas jornadas de esquí. La descripción e imágenes tienen mero carácter informativo y en ningún caso carácter contractual, pudiendo ser modificados por exigencias técnicas o comerciales de la promoción.",True,newdevelopment,True,True,2014.0,{'typology': 'flat'},"{'subtitle': 'Alcalá de la Selva', 'title': 'Piso en Acceso Urb Vega de la Selva , 9'}",True,False,False,False,False,False,,False,,
340,99002816,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/9e/33/1031052542.jpg,Referencia Dúplex 9/11/15,31,,149000.0,duplex,sale,103.0,True,2,3,"Acceso Urb Vega de la Selva , 9",Teruel,Alcalá de la Selva,es,40.370115,-0.6899895,True,https://www.idealista.com/obra-nueva/99002816/,57727,"22 APARTAMENTOS DE MONTAÑA EN LA VIRGEN DE LA VEGA Fincas Valencia Consultores le ofrece este Apartamento en exclusiva, disponiendo de más opciones a partir de 129.500 + IVA. Desde dos dormitorios y dos baños con parking cubierto y trastero. Orientaciones Este y Oeste. ¡LA PEQUEÑA SUIZA A UN SALTO DE VALENCIA! Casa refugio Dúplex en la Urbanización Nevados de la Vega, con 102,90 m2, con cubierta inclinada. Orientación Este distribuido en 2 dormitorio y dos baños completos, uno de ellos en la suite, 1 aseo, cocina abierta al salón.Terraza de 11,79 m2. La vivienda esa dotada de amplios ventanales hasta el suelo con unas vistas espectaculares abiertas al cielo y las montañas que podrás disfrutar en todo momento. Llegarás a tu Apartamento pasando por el garaje y distribuyendo en el trastero todo lo que necesites. El garaje dispone de tomas para cargar vehículos eléctricos por si eres de los que le gusta la ecología. Instalación de calefacción por suelo radiante mediante Aero termia. instalación básica de domótica para calefacción e iluminación, 2 ascensores. En esta promoción personalizamos acabados, queremos un trato especial y personal con cada cliente, para que el resultado final sin duda sea el esperado. Urbanización situada en el entorno del Valle de La Virgen de la Vega y a tan solo 131 km de Valencia capital. A 12 km de la estación de esquí de Valdelinares, a 58 km de Javalambre y a 50 km de Teruel.  El Residencial Los Nevados de la Vega no sólo ofrece nieve y esquí, si no que tamboén brinda un entorno único y actividades para todos los gustos durante todo el año. Para aficionados al deporte, a pocos minutos las pistas de Valdelinares, y a 500 metros la primera pista de esquí artificial de España, donde podrás aprender a esquiar los 365 días del año y practicar este deporte sin nieve y sin que sea temporada. Para los más pequeños, el Tubby, donde podrán pasarlo en grande deslizándose por la pista con unos flotadores. Y si eres aficionado al golf, a solo 3 Km se enclava el campo de golf El Castillejo, con 9 hoyos. Rutas por la naturaleza para practicar senderismo o ciclismo.  En verano podemos presenciar el deshielo y los ríos bajar por las colinas mientras practicamos ciclismo, en primavera los árboles en flor y la perfecta temperatura para rutas por la montaña, en otoño la caída de la hoja y los colores marrones que inundan el bosque mientras paseas, y en invierno, la nieve caer y las largas jornadas de esquí. La descripción e imágenes tienen mero carácter informativo y en ningún caso carácter contractual, pudiendo ser modificados por exigencias técnicas o comerciales de la promoción.",True,newdevelopment,True,True,1447.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Alcalá de la Selva', 'title': 'Dúplex en Acceso Urb Vega de la Selva , 9'}",True,False,False,False,False,False,,False,,
341,99021271,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/de/24/1031052560.jpg,Referencia Dúplex 6/7,30,,139000.0,duplex,sale,103.0,True,2,3,"Acceso Urb Vega de la Selva , 9",Teruel,Alcalá de la Selva,es,40.370115,-0.6899895,True,https://www.idealista.com/obra-nueva/99021271/,57727,"22 APARTAMENTOS DE MONTAÑA EN LA VIRGEN DE LA VEGA Fincas Valencia Consultores le ofrece este Apartamento en exclusiva, disponiendo de más opciones a partir de 129.500 + IVA. Desde dos dormitorios y dos baños con parking cubierto y trastero. Orientaciones Este y Oeste. ¡LA PEQUEÑA SUIZA A UN SALTO DE VALENCIA! Casa refugio dúplex en la Urbanización Nevados de la Vega, con 102,94 m2. Orientación Oeste. Distribuido en 2 dormitorios dobles y 2 baños completos, uno de ellos en la suite, 1 aseo, cocina abierta al salón.Terraza de 11,79 m2. La vivienda esa dotada de amplios ventanales hasta el suelo con unas vistas espectaculares abiertas al cielo y las montañas que podrás disfrutar en todo momento. Llegarás a tu Apartamento pasando por el garaje y distribuyendo en el trastero todo lo que necesites. El garaje dispone de tomas para cargar vehículos eléctricos por si eres de los que le gusta la ecología. Instalación de calefacción por suelo radiante mediante Aero termia. instalación básica de domótica para calefacción e iluminación, 2 ascensores. En esta promoción personalizamos acabados, queremos un trato especial y personal con cada cliente, para que el resultado final sin duda sea el esperado. Urbanización situada en el entorno del Valle de La Virgen de la Vega y a tan solo 131 km de Valencia capital. A 12 km de la estación de esquí de Valdelinares, a 58 km de Javalambre y a 50 km de Teruel.  El Residencial Los Nevados de la Vega no sólo ofrece nieve y esquí, si no que tamboén brinda un entorno único y actividades para todos los gustos durante todo el año. Para aficionados al deporte, a pocos minutos las pistas de Valdelinares, y a 500 metros la primera pista de esquí artificial de España, donde podrás aprender a esquiar los 365 días del año y practicar este deporte sin nieve y sin que sea temporada. Para los más pequeños, el Tubby, donde podrán pasarlo en grande deslizándose por la pista con unos flotadores. Y si eres aficionado al golf, a solo 3 Km se enclava el campo de golf El Castillejo, con 9 hoyos. Rutas por la naturaleza para practicar senderismo o ciclismo.  En verano podemos presenciar el deshielo y los ríos bajar por las colinas mientras practicamos ciclismo, en primavera los árboles en flor y la perfecta temperatura para rutas por la montaña, en otoño la caída de la hoja y los colores marrones que inundan el bosque mientras paseas, y en invierno, la nieve caer y las largas jornadas de esquí. La descripción e imágenes tienen mero carácter informativo y en ningún caso carácter contractual, pudiendo ser modificados por exigencias técnicas o comerciales de la promoción.",True,newdevelopment,True,True,1350.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Alcalá de la Selva', 'title': 'Dúplex en Acceso Urb Vega de la Selva , 9'}",True,False,False,False,False,False,,False,,
342,99002773,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/8c/0a/1031052555.jpg,Referencia Dúplex 5 5,29,,129500.0,duplex,sale,103.0,True,1,2,"Acceso Urb Vega de la Selva , 9",Teruel,Alcalá de la Selva,es,40.370115,-0.6899895,True,https://www.idealista.com/obra-nueva/99002773/,57727,"22 APARTAMENTOS DE MONTAÑA EN LA VIRGEN DE LA VEGA Fincas Valencia Consultores le ofrece este Apartamento en exclusiva, disponiendo de más opciones a partir de 129.500 + IVA. Desde dos dormitorios y dos baños con parking cubierto y trastero. Orientaciones Este y Oeste. ¡LA PEQUEÑA SUIZA A UN SALTO DE VALENCIA! Casa refugio en la Urbanización Nevados de la Vega, con 102,94 m2 construidos en una sola planta. Orientación Este distribuido en 1 dormitorios dobles y 1 baños completo y 1 aseo, cocina abierta al salón. Terraza de 12,71 m2. La vivienda esa dotada de amplios ventanales hasta el suelo con unas vistas espectaculares abiertas al cielo y las montañas que podrás disfrutar en todo momento. Llegarás a tu Apartamento pasando por el garaje y distribuyendo en el trastero todo lo que necesites. El garaje dispone de tomas para cargar vehículos eléctricos por si eres de los que le gusta la ecología. Instalación de calefacción por suelo radiante mediante Aero termia. instalación básica de domótica para calefacción e iluminación, 2 ascensores. En esta promoción personalizamos acabados, queremos un trato especial y personal con cada cliente, para que el resultado final sin duda sea el esperado. Urbanización situada en el entorno del Valle de La Virgen de la Vega y a tan solo 131 km de Valencia capital. A 12 km de la estación de esquí de Valdelinares, a 58 km de Javalambre y a 50 km de Teruel.  El Residencial Los Nevados de la Vega no sólo ofrece nieve y esquí, si no que tamboén brinda un entorno único y actividades para todos los gustos durante todo el año. Para aficionados al deporte, a pocos minutos las pistas de Valdelinares, y a 500 metros la primera pista de esquí artificial de España, donde podrás aprender a esquiar los 365 días del año y practicar este deporte sin nieve y sin que sea temporada. Para los más pequeños, el Tubby, donde podrán pasarlo en grande deslizándose por la pista con unos flotadores. Y si eres aficionado al golf, a solo 3 Km se enclava el campo de golf El Castillejo, con 9 hoyos. Rutas por la naturaleza para practicar senderismo o ciclismo.  En verano podemos presenciar el deshielo y los ríos bajar por las colinas mientras practicamos ciclismo, en primavera los árboles en flor y la perfecta temperatura para rutas por la montaña, en otoño la caída de la hoja y los colores marrones que inundan el bosque mientras paseas, y en invierno, la nieve caer y las largas jornadas de esquí. La descripción e imágenes tienen mero carácter informativo y en ningún caso carácter contractual, pudiendo ser modificados por exigencias técnicas o comerciales de la promoción.",True,newdevelopment,True,True,1257.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Alcalá de la Selva', 'title': 'Dúplex en Acceso Urb Vega de la Selva , 9'}",True,False,False,False,False,False,,False,,
343,97210035,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/5e/e8/972344157.jpg,2ºF,29,2,98916.0,flat,sale,51.0,True,2,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210035/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1940.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
344,97209921,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/4a/1c/972343708.jpg,Bajo D,29,bj,90618.0,flat,sale,51.0,True,1,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97209921/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1777.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
345,97210020,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/03/6d/972344062.jpg,1ºC,29,1,97445.0,flat,sale,53.0,True,2,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210020/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1839.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
346,97210019,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/22/ec/972344060.jpg,1ºB,29,1,100471.0,flat,sale,55.0,True,2,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210019/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1827.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
347,97210022,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/e6/33/972344141.jpg,2ºD,29,2,89070.0,flat,sale,45.0,True,1,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210022/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1979.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
348,97210021,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/c1/7c/972343725.jpg,1ºF,29,1,79646.0,flat,sale,43.0,True,1,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210021/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1852.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
349,97210054,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/3d/31/972344255.jpg,2ºE,29,2,81150.0,flat,sale,41.0,True,1,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210054/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1979.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
350,97210022,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/e6/33/972344141.jpg,2ºD,29,2,89070.0,flat,sale,45.0,True,1,1,"Calle Sol, 3",Teruel,Valdelinares,es,40.3913182,-0.6049074,True,https://www.idealista.com/obra-nueva/97210022/,57039,"VALDESKI II Después del éxito de la promoción ValdeSki, la segunda fase llega al pueblo más alto de España para ofrecer comodidad y practicidad no solamente en la estación blanca, como en todo el año. Las preciosas vistas a la montaña y su ubicación cercana a las pistas de esquí han sido la inspiración perfecta para el diseño moderno, con un toque de rusticidad que es la elegancia del pueblo. Un buen hogar para desconectar y disfrutar de un oasis de tranquilidad y funcionalidad en medio al caos de la rutina. La perfecta sintonía entre simplicidad y elegancia.",True,newdevelopment,True,False,1979.0,{'typology': 'flat'},"{'subtitle': 'Valdelinares', 'title': 'Piso en Calle Sol, 3'}",True,False,False,False,False,False,,False,,
351,99452260,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/57/39/1044432061.jpg,7587,38,,65000.0,countryHouse,sale,170.0,False,3,2,"Avenida Constitución, 16",Zaragoza,Azuara,es,41.2563489,-0.8729002,True,https://www.idealista.com/inmueble/99452260/,42010,"amplio trastero y salón con salida a corral con fregadero y cubierto. Cuenta con puerta doble a almacén para acceso de motos, bicicletas o quart. Tiene estufa de leña en el salón. Ideal para primera o segunda vivienda. FINCAS VERUS comercializa este inmueble en EXCLUSIVA, solicite más información o cita previa en Fincas Verus C/ Valle de Pineta nº1 local, 50015 ZARAGOZA. Rogamos no molestar al propietario, ocupantes de la propiedad, vecinos o conserjes de comunidad, ya que depositan la gestión en nosotros.",False,good,False,,382.0,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}","{'subtitle': 'Azuara', 'title': 'Casa de pueblo en Avenida Constitución, 16'}",True,False,False,False,False,False,,,,
