,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace,newDevelopmentFinished,labels,district
1058,88304259,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/fb/7f/743632121.jpg,48490093,4,,16250.0,flat,sale,138.0,False,1,1,Calle Mayor,Teruel,Andorra,es,40.9742922,-0.4432411,False,https://www.idealista.com/inmueble/88304259/,31617,"Os damos la bienvenida a esta espaciosa casa situada en Andorra, Teruel. La vivienda se distribuye en una habitación, salón-comedor, cocina y un baño. Se encuentra en el centro de Andorra. En sus alrededores encontramos escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y centros deportivos. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a A-223. No te pierdas esta oportunidad de encontrar la casa perfecta para ti.",False,good,False,,118.0,{'typology': 'flat'},"{'subtitle': 'Andorra', 'title': 'Piso en Calle Mayor'}",False,False,False,False,False,False,,,,
1059,98635825,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/7d/ea/1018782885.jpg,,64,,145000.0,chalet,sale,190.0,False,3,2,"Diseminado Diseminados, 49",Teruel,Castellote,es,40.7751176,-0.3165759,True,https://www.idealista.com/inmueble/98635825/,42351,"Chalet 184 m2, 3 habitaciones dobles, 2 baños, 1 aseo, cocina totalmente equipada, despensa, garaje, bodega, balcón, gran terraza con magníficas vistas, jardín con invernadero, dentro de una finca de 20000m2 regadío apta para frutales, junto al pantano de Santolea. Dentro de la misma finca hay una caseta en piedra que consta de planta y sótano. Buenos accesos por carretera y servicio internet, teléfono, agua, electricidad. Con certificado energético. y también calefacción eléctrica calor azul, chimenea de leña y sistema Torben ( Es un sistema de calefacción holandés)  Ven a visitar. LOS HONORARIOS DE LA INMOBILIARIA ESTAN INCLUIDOS EN EL PRECIO DE VENTA.  Los gastos de compra venta no están incluidos en el precio, para más información sobre gastos puedes consultar la web gencat. cat. El mobiliario que aparece en las fotografías no se encuentra incluido en el precio de venta.",False,good,False,,763.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Castellote', 'title': 'Casa independiente en Diseminado Diseminados, 49'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1060,99237005,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/b3/78/1051802426.jpg,60688615,9,,26900.0,chalet,sale,196.0,False,3,1,"Calle San Jaime, 12",Teruel,Alcañiz,es,41.0500558,-0.1346827,True,https://www.idealista.com/inmueble/99237005/,58840,"Vivienda en Alcañiz. Casa de 3 plantas, consta de salón-comedor, cocina, 3 habitaciones y 1 baño. Ubicada en el casco urbano de la localidad muy cerca de los Jardines Públicos. Zona residencial consolidad que dispone de todos los servicios básicos a su alcance, con oferta comercial (superficies de grandes dimensiones y tiendas de barrio necesarias) y educativa como el Colegio Público Juan Lorenzo Palmireno, variedad de servicios de restauración y zonas verdes valoradas en las que poder realizar actividades al aire libre como el Park del Río Guadalupe. Vivienda para quienes quieran vivir en una zona tranquila muy bien comunicada como para aquellos que busquen invertir para arrendamiento con una muy buena rentabilidad. Todo ello, además, con excelentes comunicaciones por transporte público (autobús) y carreteras N-211.   Solicite más información sin ningún tipo de compromiso.",False,renew,False,,137.0,{'typology': 'chalet'},"{'subtitle': 'Alcañiz', 'title': 'Chalet en Calle San Jaime, 12'}",False,False,False,False,False,False,,,,
1061,99489545,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/3e/6b/1045597511.jpg,,16,,44500.0,chalet,sale,200.0,False,4,1,"centro, 30",Teruel,Hijar,es,41.1732193,-0.4490575,True,https://www.idealista.com/inmueble/99489545/,43683,Se vende casa en el centro del puelo de hijar. Vivienda a reformar a dos calles. 210 metros 3 plantas 4 habitaciones  2 baños  garaje  jardin.,False,renew,False,,223.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Hijar', 'title': 'Casa independiente en centro, 30'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1062,99173557,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/e3/a7/1035961269.jpg,8208,38,,120000.0,chalet,sale,736.0,False,1,1,"Calle Mayor, 9",Zaragoza,Daroca,es,41.1140167,-1.4104269,True,https://www.idealista.com/inmueble/99173557/,57362,"Daroca, en calle Mayor 9, en la entrada de la población, antigua fonda en venta, parcela con casa para rehabilitar o construir, 337 m² de parcela a tres calles, actualmente 736 m² construidos.  Posibilidad de realizar edificio de planta baja más dos plantas con 12 pisos de 64 m², actualmente hemos comercializado varias inmuebles en la localidad y observamos demanda de pisos en venta.  También es un sitio ideal para hacerse una gran casa con jardín, piscina, etc.  No dejes de venir a verla si tienes interés en algo así.",False,renew,False,,163.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Daroca', 'title': 'Casa independiente en Calle Mayor, 9'}",False,False,False,False,False,False,,,,
1063,97125672,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/a6/77/967142827.jpg,81771,62,,167000.0,chalet,sale,266.0,False,8,2,"Calle San Antonio, 14",Teruel,Monreal del Campo,es,40.7877519,-1.3548538,True,https://www.idealista.com/inmueble/97125672/,47894,"Monreal del Campo, provincia de Teruel, a 58 km de Teruel y a 115 km de Zaragoza, con buenos accesos y circulación por autovía.  Edificio del año 1972. Casa de 266 m² construidos en el centro del pueblo, con garaje, local-tienda y solar urbano de 125 m².  La casa de 183 m² útiles aproximados se distribuye de la siguiente manera:  Planta calle, amplio garaje y almacén de 33 m², local-tienda, antigua carnicería de 30 m². Solar urbano en la parte de atrás de 125 m², se puede realizar el acceso al mismo exteriormente o desde el mismo garaje. Planta primera y segunda, de unos 62 m² útiles aproximados cada una, actualmente hay dos viviendas, consta cada planta de salón, cocina, baño y tres habitaciones.  Tercera planta buhardilla de 50 m² útiles aproximados con acceso a terraza solarium de 30 m².  Calefacción individual a gasoil.  Para reformar en general a su gusto, estupenda orientación con mucha luz y muy soleado.",False,renew,False,,628.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Monreal del Campo', 'title': 'Casa independiente en Calle San Antonio, 14'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1064,99160075,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/e9/bd/1035509746.jpg,8209,51,,56000.0,chalet,sale,200.0,False,4,2,"Calle Paradas, 12",Teruel,Hijar,es,41.17605,-0.4510936,True,https://www.idealista.com/inmueble/99160075/,43802,"Híjar, población de la comarca Bajo Martín en la provincia de Teruel, calle Paradas, 12, 200 m² construidos en tres plantas y corral.  Aproximadamente 150 m² útiles de vivienda más patio y terraza, distribuidos de la siguiente manera:  planta baja: amplio zaguán, cuarto a modo de bodeguilla, un aseo y salida a patio o corral interior de unos 55 m², éste muy íntimo y privado que permite tener un pequeño jardín, cenador, etc.  Primera planta: salón comedor, cocina y baño completo.  Segunda planta: salón con estufa de leña y una terraza con vistas al corral y dos habitaciones amplias.  Tercera planta: estudio o dormitorio auxiliar.  Calefacción por estufa de leña, sistemas individuales eléctricos u otros, puertas imitación pino, carpintería exterior de aluminio y de madera, suelos de tarima y de gres.  Junto a la Iglesia de Santa María la Mayor y parque del Castillo, en una población con todos los servicios y comunicaciones a su alcance. Para vivir en el pueblo, vacaciones o para los fines de semana, ven a verla, te va a encantar.",False,good,False,,280.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Hijar', 'title': 'Casa independiente en Calle Paradas, 12'}",False,False,False,False,False,False,,,,
1065,97022188,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/5f/6f/963966345.jpg,8176,48,1,93000.0,flat,sale,112.0,True,4,2,"Plaza los Corporales, 3",Zaragoza,Daroca,es,41.1150111,-1.4141191,True,https://www.idealista.com/inmueble/97022188/,57688,"Daroca, en el centro del pueblo, junto a catedral y Ayuntamiento, plaza de los Corporales, 3, edificio del año 1988.  Primera planta sin ascensor de 100 m² útiles aproximados.  Distribuido en cuatro habitaciones amplias, salón, cocina y dos baños, balcón exterior en chaflán y terraza interior.  Para actualizar en general, puertas de sapelly, carpintería exterior de madera con cristal doble y suelo de terrazo y calefacción por hilo radiante.  Si quiere el comprador pueden quedarse los muebles de las fotografías, garaje y trastero opcional en calle Mayor 69, junto detrás del Ayuntamiento.  Vivienda muy luminosa y bien ubicada en el pueblo.  Ven a verlo y si te interesa llegaremos a un acuerdo.",False,good,False,False,830.0,{'typology': 'flat'},"{'subtitle': 'Daroca', 'title': 'Piso en Plaza los Corporales, 3'}",False,False,False,False,False,False,,,,
1066,96883786,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/2a/99/959428658.jpg,124187,37,1,34000.0,countryHouse,sale,141.0,False,4,2,Paniza,Zaragoza,Paniza,es,41.2824007,-1.2133948,False,https://www.idealista.com/inmueble/96883786/,56386,"Estupenda casa rústica de 141m² construidos en la que reina la paz para el descanso, situada en el centro de Paniza, municipio que ofrece todos los servicios en un entorno activo y dinámico. La vivienda está para actualizar y tiene tres plantas de altura que pueden destinarse a vivienda, o alojamiento de Turismo rural. Se distribuye de la siguiente manera: en la planta calle cuenta con acceso a bodega, cocina comedor, una habitación, un baño, además de un patio interior. En la primera, tres habitaciones y un baño. La segunda planta está diáfana ofreciendo múltiples alternativas. En cuanto a las calidades, cuenta con calefacción de gasoil, carpintería exterior de aluminio, carpintería interior de madera y suelo de terrazo, de fácil mantenimiento y gran resistencia. Paniza se encuentra a tan sólo 7km de Cariñena y 50km de Zaragoza por la Autovía Mudéjar, a las faldas de la Sierra de Algairen, donde disfrutar de un entorno natural inigualable. De particular a particular. Sin comisiones. Llámanos y visita esta vivienda. h1o2u4s1e8l7l.",False,renew,False,,241.0,"{'typology': 'countryHouse', 'subTypology': 'casale'}","{'subtitle': 'Paniza', 'title': 'Casa rural'}",True,False,False,False,False,False,,,,
1067,96696276,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/a2/9e/953943456.jpg,,39,,85000.0,chalet,sale,120.0,False,3,2,Calle la Iglesia,Teruel,Loscos,es,41.0807972,-1.0451804,False,https://www.idealista.com/inmueble/96696276/,30181,"TECNOCASA Inmobiliaria Zaragoza Desarrollo Barrio San José 21, vende en exclusiva CASA INDEPENDIENTE en LOSCOS. El inmueble cuenta con 120 metros cuadrados construidos, 100 de ellos útiles de vivienda. La vivienda esta totalmente reformada y se distribuye en cocina, gran salón de 20 metros con chimenea, tres dormitorios dobles. Dos baños, uno en planta baja y otro en segunda planta. En Tecnocasa facilitamos el acceso a la financiación de nuestros clientes, a través de KIRON, la empresa de intermediación financiera del grupo Tecnocasa, con convenios nacionales con las principales entidades de España. Podemos llegar a conseguir hasta el 100% del valor de compraventa. Por eso, invitamos a todas las personas a las que podría interesarles esta vivienda, a contactar con nosotros para realizar un estudio financiero personalizado y concertar una visita sin ningún tipo de compromiso.",False,good,False,,708.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Loscos', 'title': 'Casa independiente en Calle la Iglesia'}",True,False,False,False,False,False,,,,
1068,98646896,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/04/d3/1019184003.jpg,SMB01,34,,35000.0,countryHouse,sale,60.0,False,3,1,Calle San Ramón,Teruel,Baguena,es,41.0390242,-1.355427,False,https://www.idealista.com/inmueble/98646896/,49813,"Se venden DOS PROPIEDADES JUNTAS, Casa y Solar en BÁGUENA, Teruel. La casa esta compuesta de 3 plantas. En planta baja planta nos encontramos con salón comedor, una pequeña despensa y la cocina. En la primera planta esta situado el cuarto de baño con plato de ducha y una habitación doble. Y por último subiendo una planta más encontramos dos habitaciones individuales.  La casa esta muy bien conservada, el tejado esta rehabilitado recientemente. El Solar se encuentra justo enfrente de la casa.  Tiene una dimensión de 30m2. Barbacoa de obra, trastero de 4m2 y una zona para dejar el coche. El techo esta prácticamente nuevo.",True,good,False,,583.0,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}","{'subtitle': 'Baguena', 'title': 'Casa de pueblo en Calle San Ramón'}",True,False,False,False,False,False,,,,
1069,97890316,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/95/98/994218319.jpg,RFH-00048,47,,50000.0,chalet,sale,104.0,False,4,1,"Calle Arrabal, 54",Teruel,Cucalon,es,41.0852062,-1.2143851,True,https://www.idealista.com/inmueble/97890316/,41475,"¡Si estas buscando una casita en un entorno rural a un precio muy bueno, esta es tu oportunidad!      Alejado de tráficos, bullicios y con la tranquilidad que te aporta el pueblo, os presentamos esta vivienda ubicada en Cucalón, municipio ubicado a 20 minutos de Calamocha como capital de comarca y a 1 hora de Teruel y Zaragoza.    La vivienda cuenta con 2 plantas distribuidas de la siguiente manera:    Planta baja:    Salón, Baño, cocina y recibidor.    Planta primera:    4 habitaciones.    Desde la calle tenemos acceso a un precioso patio con columpios, chimenea y entrada a una bodega muy bonita, tallada en piedra y con hogar, aquí podremos disfrutar de esos fines de semana entre familiares y amigos.    Si te gusta lo que ves, no dudes en consultarnos!",False,good,False,,481.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Cucalon', 'title': 'Casa independiente en Calle Arrabal, 54'}",False,False,False,False,False,False,,,,
1070,97854603,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/96/30/992745200.jpg,RFH-00047,27,,65000.0,chalet,sale,165.0,False,3,1,Calle Arrabal,Teruel,Cucalon,es,41.0872005,-1.2123838,False,https://www.idealista.com/inmueble/97854603/,41455,"¿Estas pensando en vivir en un entorno Rural?    En Cucalón, rodeado de tranquilidad y naturaleza, a 1 hora de Zaragoza y de Teruel.    Os presentamos esta vivienda que incluye todo aquello que necesitas para disfrutar del día a día.    La vivienda se distribuye en:    - 3 dormitorios  - 1 Baño  - Salón  - Cocina independiente   - Garaje  - Bodega con chimenea    Si necesitas más información no dudes en contactar con nosotros,   ¡Estamos para ayudarte!",False,good,False,,394.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Cucalon', 'title': 'Casa independiente en Calle Arrabal'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1071,98719649,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/01/94/1021574192.jpg,Me 22,59,,95000.0,chalet,sale,461.0,False,11,4,Calle san nicolas,Zaragoza,Azuara,es,41.2582088,-0.8713729,False,https://www.idealista.com/inmueble/98719649/,42196,"OPORTUNIDAD!  BONITA CASA, reformada, hoy con negocio. EN AZUARA, ZARAGOZA.  Consta de 461 m2. Planta baja y dos alturas, más terraza solarium.  La PLANTA BAJA consta de gran salón comedor de 74 m2 con zona de juegos y sala de mesas, barra de bar, y aseos de señoras y caballeros.  Cocina de 17 m2 con despensas y salida a PATIO TRASERO de 73 m2, con BARBACIOA de obra cerrada y DOS almacenes de 28 y 21 m2. Uno de ellos apto como garaje y con salida a calle trasera.  ESTA PLANTA SERIA IDEAL PARA ACONDICIONARLA como BODEGA comedor para reuniones (club social, jornadas gastronómicas, club de amigos cazadores, u otro tipo de negocio.. .  Hoy está acondicionada como hostal con 10 habitaciones).  PLANTA PRIMERA con 7 habitaciones de 11, 14, 15, 15, 12, 10 y 10 m2, y TRES baños.  Las habitaciones tienen armario empotrado y lavabo. La principal tiene otro baño incorporado. PLANTA SEGUNDA con 4 habitaciones de 11, 10, 10 y 18 m2 y baño de 5 m2. Subida a TERRAZA de 17 m2 con vistas.  CALEFACCION por toda la casa. Split de aire acondicionado.  Aunque actualmente está acondicionado el edificio como un hostal con 10 HABITACIONES.  Permite su transformación en una extraordinaria casa unifamiliar, o bien para transformarla en pisos o Apartamentos en régimen de propiedad horizontal, con una buena venta dado que se trata de un edificio representativo ubicado en una de las mejores zonas del pueblo.  APUNTE HISTORICO CULTURAL DE LA ZONA:  Muy cerca de Belchite se halla Azuara, una localidad poblada desde tiempos remotos. Prueba de ello son los restos de la villa de La Malena, un asentamiento romano datado del siglo IV d. C situado en las cercanías de la localidad.  Población incluida en la RUTA DE GOYA, muy cerca de FUENDETODOS y de BELCHITE. Muy bien comunicada, autobuses de línea frecuentes.  DESTACA LA IGLESIA de NUESTRA SEÑORA DE LA PIEDAD. Esta iglesia está realizada en dos estilos bien diferenciados, mudéjar y barroco. La parte mudéjar tiene la estructura de iglesia fortaleza y su decoración es a base de esquinillas y zig zag.  Para mas información llamar a Manuel 609650166.",False,good,False,,206.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Azuara', 'title': 'Chalet adosado en Calle san nicolas'}",False,False,False,False,False,False,,,,
1072,99091304,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/f6/86/1033188945.jpg,C208,28,1,60000.0,duplex,sale,120.0,True,4,2,Luis Buñuel,Teruel,Ariño,es,41.0321186,-0.5939954,False,https://www.idealista.com/inmueble/99091304/,23961,"En Ariño, pueblo de Teruel situado entre los ríos Martín y Escuriza. Rodeado por otras localidades como Andorra, Alloza, Oliete, Alacón, Albalate del Arzobispo y Muniesa. Valorado por sus atracciones turísticas al rededor del balneario; pinturas rupestres, ruta de dinosaurios, museo minero, Dinópolis y rutas de senderismo. A la venta casa en el centro del pueblo. Superficie de 90 m2 en planta baja, primera y semisótano. Construcción de 1985, en perfecto estado aun sin reforma reciente. Distribución: - Baja: Salón, cocina, despensa, dormitorio, cuarto caldera, escaleras. Patio- terraza. - Primera: Tres dormitorios y baño. - Bodega: Espacio diáfano. Calefacción de gasoil pero posibilidad de instalar gas. Para más información y visitas, ALIERTA: 976224875.",False,good,False,False,500.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Ariño', 'title': 'Dúplex en Luis Buñuel'}",False,False,False,False,False,False,,,,
1073,89705286,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/17/d9/774542913.jpg,C484,38,,178000.0,countryHouse,sale,1500.0,False,8,2,Alfonso I,Zaragoza,Daroca,es,41.1162785,-1.4150997,False,https://www.idealista.com/inmueble/89705286/,57824,"Daroca (Zaragoza), en la Plaza de Santiago. Excelente ubicación en este singular pueblo rodeado de murallas y con dos grandes entradas cuyos arcos nos recuerdan su pasado medieval. De gran interés turístico por su ubicación junto al valle del Jiloca y la historia de sus palacetes, iglesias y restos del castillo Mayor.  Palacete histórico construido a principios de siglo. Se compone de bajos con locales y cocheras, planta primera y bajo cubierta. Superficie total de 900 m2 con diversos usos (croquis disponible). Muy adecuado para uso de hostelería o lúdico-cultural por su configuración y conservación de elementos arquitectónicos y decorativos de la época. Con espacios amplios, grandes ventanales y balconadas, techos altos y gran escalinata.  Aún hoy en buen estado de estructura, fachada y tejado rehabilitados.  Más información, ALIERTA 653675046. "".",False,good,False,,119.0,"{'typology': 'countryHouse', 'subTypology': 'palacio'}","{'subtitle': 'Daroca', 'title': 'Palacio en Alfonso I'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1074,91427292,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/2a/ea/814331068.jpg,C551,42,,57000.0,chalet,sale,300.0,False,4,2,Calle Rosario,Zaragoza,Puebla de Alborton,es,41.3857394,-0.8553847,False,https://www.idealista.com/inmueble/91427292/,56139,"Casa bien ubicada en pleno Campo de Belchite, en La Puebla de Albortón, municipio a 12 minutos de Belchite y escasos 30 minutos desde Zaragoza. Antiguo señorío del Monasterío de Rueda, cuenta con casas blasonadas e iglesia del siglo XVI. Casa con corral-jardín en el centro del pueblo, frente a la Iglesia, esquinera e independiente. Se distribuye en planta baja, planta primera, buhardilla y bodega en sótano, ideal para guardar conservas y vinos. Además tiene salida a un corral o jardín de unos 85 m2 con caseta/trastero. Dispone de cochera con entrada independiente, entrada prnicipal con amplio hall, cocina oficio con vistas al corral y chimenea/hogar en perfecto uso, comedor exterior, dos dormitorios y baño completo en primera planta, y buhardilla con techos de viga-vista donde se ubica una terraza y dos dormitorios abuhardillados. Casa en buen estado de conservación por su correcto mantenimiento en elementos constructivos e instalaciones. Municipio con bellos alrededores, famoso por sus cabezos, cantera de piedra y coto de caza. Dispone de Pabellón municipal, piscina y bar. Para más información y visitas. ALIERTA: 653675046.",False,good,False,,190.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Puebla de Alborton', 'title': 'Casa independiente en Calle Rosario'}",False,False,False,False,False,False,,,,
1075,99201188,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/fc/73/1036443519.jpg,504898,7,,55000.0,chalet,sale,299.0,False,6,1,"Calle Alta, 5",Teruel,Azaila,es,41.2925783,-0.4940474,True,https://www.idealista.com/inmueble/99201188/,52280,"Casa en venta en Azaila, distribuida en planta baja con salón, cocina y salida a jardín de 300m2. La primera planta consta de 4 dormitorios y un baño. En segunda planta, distribuida en 2 dormitorios abuhardillados con techos altos.  Sin gastos para el comprador, honorarios por parte de la propiedad.",False,good,False,,184.0,{'typology': 'chalet'},"{'subtitle': 'Azaila', 'title': 'Chalet en Calle Alta, 5'}",False,False,False,False,False,False,,,,
1076,93539509,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/54/7e/865318122.jpg,BBGN,24,,85000.0,countryHouse,sale,5000.0,False,10,14,Carretera Sagunto-Burgos,Teruel,Burbaguena,es,41.0132711,-1.3437389,False,https://www.idealista.com/inmueble/93539509/,47959,"Grupo de fincas rústicas, en total casi diez hectáreas, de viñedo, frutales, regadío y secano, bordeado por el río Jiloca y junto a la carretera. En el estado que propicia no haberlo cuidado en bastante tiempo (no en producción). Cuenta en su perímetro con varios edificios sin terminar, proyectados inicialmente como hotel-bodega con encanto, siendo su construcción singular y especialmente atractiva (ver fotos). Infinitas posibilidades para negocio, explotación agrícola, bodega, hotel rural de alto standing, casa de descanso en plena naturaleza. Lugar especialmente tranquilo y discreto en plena naturaleza con el río al lado y con abundante vegetación y espacio. Se vende la parte correspondiente al 60% de un proindiviso con otro inversor, con posibilidad de comprar el resto (negociando precio aparte). Consultenos, somos tasadores judiciales y no cobramos comisiones a los clientes.  Procedente de activo bancario. No dude en plantearnos su idea y le informaremos sobre el abanico de posibilidades que podemos ofrecerle. LLÁMENOS Y LE INFORMAREMOS DEBIDAMENTE.",False,renew,False,,17.0,"{'typology': 'countryHouse', 'subTypology': 'palacio'}","{'subtitle': 'Burbaguena', 'title': 'Palacio en Carretera Sagunto-Burgos'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1077,95019708,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/38/05/970284579.jpg,PL-03447-20,30,2,99000.0,duplex,sale,100.0,True,3,2,Aguilar del Alfambra,Teruel,Aguilar del Alfambra,es,40.5885699,-0.7960307,False,https://www.idealista.com/inmueble/95019708/,32694,"ATICO DUPLEX CON ENCANTO EN PLENO CORAZON DE LA SIERRA DE TERUEL      Si eres de las personas que buscan un ático duplex seminuevo, en perfecto estado de conservación, en una población que se encuentre en pleno corazón de la Sierra de Teruel, estás de enhorabuena. ! Puede que esta vivienda te pueda interesar. !    Se trata de un ático duplex de 3 habitaciones y 2 baños, y 100 m2 construidos, realizado con excelentes calidades constructivas. Cuenta con chimenea, techos de madera, y unas impresionantes vistas que harán que puedas disfrutar de la tranquilidad de la sierra de Teruel. En la planta de abajo cuenta con el comedor, la cocina, dos habitaciones y un baño; en la parte de arriba, se encuentra una amplísima habitación principal, y un baño. La vivienda incluye calefacción por suelo radiante, suelo parquet, etc.. . Además, el apartamento se encuentra amueblado y con electrodomésticos, e incluye en el precio una plaza de garaje y un trastero.    Se sitúa en una calle adyacente al centro de la población de Aguilar del Alfambra. El pueblo cuenta con excelentes parajes para hacer excursiones, y cuenta con servicio de Bar-cafetería y una Tienda Multiservicio.    Está situada en la población de Aguilar de Alfambra, un municipio que se encuentra en plena Serranía de Teruel. En el podrás encontrar las pistas de esquí de AVlderianera a escasos 25 minutos, además de multitud de parajes naturales en los que poder disfrutar de la naturaleza.",False,good,False,True,990.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Aguilar del Alfambra', 'title': 'Dúplex'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1078,88032399,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/30/80/1051004776.jpg,1789-ECV-CALI,37,,120000.0,chalet,sale,250.0,False,5,1,Calanda,Teruel,Calanda,es,40.9385505,-0.2335397,False,https://www.idealista.com/inmueble/88032399/,47962,"Chalet 250 m² en Calanda, Teruel Chalet en finca de 818 m2 en CALANDA-TERUEL. La Finca está formada por DOS CHALETS independientes, piscina privada, invernadero y jardines.        Uno de los Chalet de 96bm2, dispone de 3 habitaciones, salón con chimenea, cocina y baño. El chalet está muy bien orientado, con grandes ventanales, vistas espectaculares del puente y al río  El porche está en la planta baja, ocupa toda la planta, protegido, bien ubicado, con la escalera y acceso directo al río. También encontramos la barbacoa, una gran mesa con capacidad para 20 personas, el columpio en zona de relax, espacio suficiente para disfrutar de reuniones familiares y con amigos. El otro chalet, de 55 m2, dispone de 2 espacios. En la parte de arriba, el salón o estudio con chimenea y una habitación. En la parte de abajo está el garaje muy grande. Esta casa se completa con el precioso jardín.  El conjunto se completa con una piscina privada, invernadero y los jardines. Es un lugar idilio, para disfrutar de la naturaleza, la paz del entorno, a 2 km del centro de Calanda, con muchas posibilidades. Mas inmuebles en.",False,good,False,,480.0,{'typology': 'chalet'},"{'subtitle': 'Calanda', 'title': 'Chalet'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
1079,98323164,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/dc/52/1009072264.jpg,10411,83,en,98000.0,flat,sale,98.0,True,2,1,Alcañiz,Teruel,Alcañiz,es,41.0446475,-0.1297027,False,https://www.idealista.com/inmueble/98323164/,59053,"Piso situado en Alcañiz, en el número 44 de la Avenida de Aragón, en un edificio de 6 plantas, 2 pisos en cada una, y planta baja con dos locales comerciales. No hay parking ni cuarto trastero. La calefacción central es de gasoil, y el coste de esta se engloba en el pago del recibo mensual de la comunidad. Tiene una superficie útil de 68 m2; un dormitorio grande, con puerta de salida a la Avenida Aragón, un dormitorio un poco más pequeño que da a la anterior galería. Y a un cuarto de estar con con amplias ventanas. A la derecha del pasillo, una cocina, un cuarto de baño con plato de ducha y una pequeña despensa. Y al fondo del pasillo un salón-comedor espacioso y muy bien iluminado, con dos ventanas grandes y varios armarios empotrados, con bastante fondo.",False,good,False,True,1000.0,{'typology': 'flat'},"{'subtitle': 'Alcañiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
