Columna1;propertyCode;floor;price;propertyType;operation;size;exterior;rooms;bathrooms;address;province;municipality;country;latitude;longitude;distance;hasVideo;status;newDevelopment;hasLift;priceByArea;hasPlan;has3DTour;has360;hasStaging;superTopHighlight;topNewDevelopment;newDevelopmentFinished;typology_inmo;hasparking;parking_price_included;parking_price;zipcode
4256;98212860.0;1;226000;flat;sale;81;True;2;2;Calle Riu Nalon;Castellón;Castellón de la Plana / Castello de la Plana;es;399.759.949;-0.0347461;12809;False;good;False;True;2790;False;False;False;False;False;False;True;urban;True;True;0;12005
4257;98212980.0;1;285000;flat;sale;88;False;4;1;Calle de Ricart, 13;Barcelona;Barcelona;es;413.739.451;21.582.627;1760;False;good;False;True;3239;True;False;False;False;False;False;True;urban;False;False;0;8001
4258;98213730.0;4;340000;flat;sale;97;True;3;3;Calle de Brussel·les, 12;Tarragona;Salou;es;410.718.133;11.453.787;9732;True;good;False;True;3505;True;False;True;False;False;False;True;urban;False;False;0;43840
4259;98213790.0;bj;65000;chalet;sale;170;False;3;2;Conca de Dalt;Lleida;Conca de Dalt;es;4.227.492;0.92792;44654;False;good;False;True;382;False;False;False;False;False;False;True;urban;False;False;0;25516
4260;98214830.0;bj;625000;flat;sale;100;True;4;4;barrio Sant Antoni;Barcelona;Barcelona;es;413.803.356;215.877;1204;True;good;False;True;6250;True;False;True;False;False;False;True;urban;False;False;0;8001
4261;98215120.0;2;225000;flat;sale;113;True;2;2;Camino de les Pasquales, 1;Tarragona;Salou;es;410.781.169;11.475.974;9134;False;good;False;True;1991;False;False;False;False;False;False;True;urban;False;False;0;43840
4262;98215290.0;1;116000;flat;sale;44;True;1;1;barrio Vilafortuny platja;Tarragona;Cambrils;es;410.690.718;10.886.881;9686;False;good;False;True;2636;True;False;True;True;False;False;True;urban;True;True;0;43850
4263;98215510.0;bj;229000;flat;sale;87;True;3;2;Subida San Cristobal, 25;Málaga;Málaga;es;367.277.506;-44.085.693;1307;False;good;False;True;2632;True;False;False;False;False;False;True;urban;True;True;0;29012
4264;98216480.0;bj;262000;chalet;sale;168;False;3;2;Calle de Montserrat Roig;Tarragona;Cambrils;es;410.814.506;1.053.234;9393;False;good;False;True;1560;False;False;False;False;False;False;True;urban;False;False;0;43850
4265;98216640.0;bj;241500;chalet;sale;115;False;4;2;Vila-Seca;Tarragona;Vila-Seca;es;411.097.682;11.487.318;6031;False;good;False;True;2100;False;False;False;False;False;False;True;residential;True;True;0;43480
4266;98216856.0;5;1790000;penthouse;sale;300;True;6;3;barrio Les Tres Torres;Barcelona;Barcelona;es;414.028.953;21.294.654;3818;False;good;False;True;5967;False;False;False;False;False;False;True;urban;True;True;0;8001
4267;98217016.0;6;181000;flat;sale;100;True;2;2;Paseo Penyal d'Ifach s/n;València;Paterna;es;395.200.288;-0.4245561;6901;False;good;False;True;1810;False;False;False;False;False;False;True;urban;True;True;0;46980
4268;98217390.0;4;175000;flat;sale;102;True;3;1;Calle J. Sebastián Bach;Zaragoza;Zaragoza;es;416.371.102;-0.9481724;6251;False;good;False;True;1716;False;False;True;False;False;False;True;urban;True;True;0;50022
4269;98218400.0;4;348650;flat;sale;105;True;3;2;Fontsanta;Barcelona;Cornellà de Llobregat;es;413.648.666;2.061.173;6099;False;good;False;True;3320;False;False;False;False;False;False;True;urban;False;False;0;8940
4270;98218740.0;6;500000;flat;sale;127;True;4;2;Calle de Buenos Aires;Barcelona;Barcelona;es;413.931.608;2.146.104;2112;False;good;False;True;3937;True;False;False;False;False;False;True;urban;False;False;0;8001
4271;98218820.0;bj;532000;flat;sale;321;True;5;2;barrio El Gòtic;Barcelona;Barcelona;es;41.381.278;21.754.535;783;True;good;False;False;1657;True;False;True;False;False;False;True;urban;False;False;0;8001
4272;98219064.0;15;790000;flat;sale;100;True;4;2;barrio Diagonal Mar i el Front Marítim del Poblenou;Barcelona;Barcelona;es;414.088.921;22.177.941;4661;True;good;False;True;7900;True;False;True;False;False;False;True;urban;True;True;0;8019
4273;98219850.0;5;380000;penthouse;sale;52;True;1;1;PERILL;Barcelona;Barcelona;es;414.010.011;21.619.117;1698;False;good;False;False;7308;True;False;True;False;False;False;True;urban;False;False;0;8001
4274;98220990.0;1;223000;flat;sale;57;True;2;1;Calle del Príncep de Viana, 21;Barcelona;Barcelona;es;413.799.156;21.636.782;957;False;good;False;True;3912;True;False;False;False;False;False;True;urban;False;False;0;8001
4275;98224910.0;5;239900;flat;sale;131;True;4;2;Calle del Doctor D. Joaquín Aznar Molina;Zaragoza;Zaragoza;es;416.488.328;-0.8705793;1489;False;good;False;True;1831;True;False;False;False;False;False;True;urban;False;False;0;50002
4276;98225620.0;5;291000;flat;sale;62;True;1;1;Av. de Roma;Barcelona;Barcelona;es;413.869.051;21.554.865;1214;False;renew;False;True;4694;False;True;False;False;False;False;True;urban;False;False;0;8011
4277;98225870.0;1;494000;flat;sale;92;True;2;2;barrio Sant Gervasi - Galvany;Barcelona;Barcelona;es;414.011.607;21.503.578;2275;False;good;False;True;5370;True;False;False;False;False;False;True;urban;True;False;50000;8006
4278;98226700.0;7;345000;flat;sale;114;False;2;2;barrio San Miguel;Murcia;Murcia;es;379.861.574;-11.337.135;1141;False;good;False;True;3026;False;False;False;False;False;False;True;urban;False;False;0;30004
4279;98226744.0;bj;425000;chalet;sale;96;False;5;2;Calle Pardo;Barcelona;Barcelona;es;414.298.317;21.809.445;4841;True;renew;False;True;4427;True;False;False;False;False;False;True;residential;False;False;0;8016
4280;98227570.0;en;168000;flat;sale;91;True;3;1;barrio Amposta;Madrid;Madrid;es;404.243.174;-3.626.219;6575;False;good;False;True;1846;False;False;False;False;False;False;True;urban;False;False;0;28037
4281;98227690.0;7;535000;flat;sale;142;True;4;2;barrio La Salut;Barcelona;Barcelona;es;414.118.862;21.545.453;3049;False;good;False;True;3768;False;False;False;False;False;False;True;urban;False;False;0;8001
4282;98227700.0;bj;595000;penthouse;sale;134;True;4;2;barrio La Nova Esquerra de l'Eixample;Barcelona;Barcelona;es;413.838.098;21.425.921;2321;False;good;False;True;4440;False;False;False;False;False;False;True;urban;False;False;0;8001
4283;98228780.0;2;260000;flat;sale;117;True;4;1;Calle del León;Madrid;Madrid;es;404.151.708;-36.998.857;346;False;renew;False;False;2222;True;False;False;False;False;False;True;urban;False;False;0;28014
4284;98229190.0;en;279000;flat;sale;92;False;4;2;Calle de Gènova;Barcelona;Barcelona;es;414.169.431;21.714.373;3324;False;good;False;True;3033;True;False;False;False;False;False;True;urban;False;False;0;8001
4285;98229410.0;6;220000;flat;sale;145;True;4;2;Plaza Europa, 3;Tarragona;Salou;es;410.763.056;11.437.359;9215;True;good;False;True;1517;True;True;False;False;False;False;True;urban;False;False;0;43840
4286;98229420.0;1;39000;flat;sale;85;True;2;1;Avenida de Barcelona;Tarragona;Reus;es;411.601.588;10.966.932;1165;False;renew;False;False;459;False;False;False;False;False;False;True;urban;False;False;0;43201
4287;98230710.0;3;195000;flat;sale;88;True;2;2;Camino de les Pasquales;Tarragona;Salou;es;410.773.169;11.465.974;9188;True;good;False;True;2216;False;False;False;False;False;False;True;urban;True;True;0;43840
4288;98231180.0;bj;84000;flat;sale;71;True;3;1;Paseo de Prim, 39;Tarragona;Reus;es;411.501.233;11.041.796;649;False;renew;False;True;1183;False;False;False;False;False;False;True;urban;False;False;0;43201
4289;98231220.0;bj;163500;flat;sale;107;False;2;1;Calle Andrés Giménez Soler s/n;Zaragoza;Zaragoza;es;416.403.864;-0.8965433;2362;False;good;False;True;1528;False;False;False;False;False;False;True;urban;False;False;0;50005
4290;98231290.0;bj;50000;flat;sale;67;False;3;1;Llevant;Tarragona;Reus;es;411.598.943;11.116.264;609;False;good;False;True;746;True;False;False;False;False;False;True;urban;False;False;0;43201
4291;98231800.0;6;690000;penthouse;sale;102;True;4;2;Calle de Sant Gervasi de Cassoles;Barcelona;Barcelona;es;414.050.668;21.403.439;3187;False;renew;False;True;6765;True;True;False;False;False;False;True;urban;False;False;0;8006
4292;98231930.0;2;399000;flat;sale;133;True;3;2;barrio Penya-Roja;València;València;es;394.577.998;-0.3455079;3172;True;good;False;True;3000;True;False;False;False;False;False;True;urban;True;True;0;46023
4293;98232380.0;bj;675000;chalet;sale;165;False;3;2;Bolvir;Girona;Bolvir;es;424.194.355;18.674.826;34210;False;good;False;True;4091;False;False;False;False;False;False;True;residential;True;True;0;17539
4294;98232490.0;bj;130000;chalet;sale;154;False;4;1;burriana;Castellón;Moncófar;es;3.980.879;-0.1422919;8489;False;renew;False;True;844;False;False;False;False;False;False;True;residential;True;True;0;12593
4295;98232720.0;1;455000;flat;sale;102;True;4;2;Calle d'Aulèstia i Pijoan;Barcelona;Barcelona;es;414.015.656;21.504.059;2303;True;good;False;True;4461;True;False;True;False;False;False;True;urban;False;False;0;8006
4296;98233120.0;bj;346000;chalet;sale;202;False;4;3;Calle Serra Grossa;València;Paterna;es;3.952.663;-0.43166;7522;True;good;False;True;1713;True;False;False;False;False;False;True;residential;True;True;0;46110
4297;98233176.0;bj;400000;chalet;sale;145;False;4;2;El Progreso Etxetaldea;Vizcaya;Portugalete;es;433.147.211;-30.171.888;8720;True;good;False;True;2759;True;True;False;False;False;False;True;residential;True;True;0;48620
4298;98233310.0;2;545000;flat;sale;108;True;4;2;Calle de les Santjoanistes;Barcelona;Barcelona;es;41.405.078;21.490.853;2660;True;good;False;True;5046;True;False;True;False;False;False;True;urban;True;True;0;8001
4299;98233790.0;2;590000;flat;sale;145;False;5;2;barrio L'Antiga Esquerra de l'Eixample;Barcelona;Barcelona;es;413.875.867;21.545.208;1299;False;renew;False;True;4069;True;False;True;False;False;False;True;urban;False;False;0;8036
4300;98234000.0;3;345000;flat;sale;71;True;2;2;Plaza de George Orwell, 1;Barcelona;Barcelona;es;413.805.602;21.776.567;960;False;good;False;True;4859;True;False;False;False;False;False;True;urban;False;False;0;8002
4301;98234140.0;1;540000;flat;sale;120;True;3;2;Gran Via de les Corts Catalanes;Barcelona;Barcelona;es;413.775.876;21.534.297;1737;False;good;False;True;4500;False;False;False;False;False;False;True;urban;False;False;0;8001
4302;98234470.0;3;330000;flat;sale;100;True;3;2;Bagatza - S. Vicente;Vizcaya;Barakaldo;es;432.950.271;-29.998.492;6281;False;good;False;True;3300;True;False;True;False;False;False;True;urban;True;True;0;48902
4303;98234530.0;1;458000;flat;sale;97;True;2;2;Calle del Bronce;Madrid;Madrid;es;403.905.611;-36.892.386;3168;True;good;False;True;4722;True;True;False;False;False;False;True;urban;False;False;0;28045
4304;98234930.0;6;205000;flat;sale;105;True;3;2;Calle de Carles Buïgas;Tarragona;Salou;es;41.073.275;11.481.979;9656;True;good;False;True;1952;False;False;False;False;False;False;True;urban;False;False;0;43840
4305;98235140.0;9;375000;flat;sale;51;True;1;1;barrio Sant Pere - Santa Caterina i la Ribera;Barcelona;Barcelona;es;41.381.211;21.864.024;1508;False;good;False;True;7353;True;False;True;False;False;False;True;urban;True;False;35000;8001
4306;98235820.0;1;230000;flat;sale;58;True;1;1;Calle de Canals;València;València;es;394.634.594;-0.3665847;1161;True;good;False;False;3966;False;True;True;False;False;False;True;urban;False;False;0;46005
4307;98235880.0;bj;1780000;chalet;sale;340;False;3;4;Engordany s/n;Andorra;Escaldes-Engordany;es;425.128.113;15.411.761;18601;False;good;False;True;5235;True;False;False;False;False;False;True;residential;True;True;0;AD700
4308;98235920.0;bj;219000;chalet;sale;79;False;2;1;La Floresta - Les Planes;Barcelona;Sant Cugat del Vallès;es;414.416.907;20.803.302;8787;False;good;False;True;2772;True;False;False;False;False;False;True;urban;True;True;0;8198
4309;98236980.0;bj;39500;countryHouse;sale;204;False;4;2;Lécera;Zaragoza;Lécera;es;412.015.417;-0.7078828;36285;False;good;False;True;194;False;False;False;False;False;False;True;rural;False;False;0;50131
4310;98237020.0;bj;329000;flat;sale;98;True;3;1;Calle de Vallirana;Barcelona;Barcelona;es;414.054.441;21.471.363;2800;True;good;False;True;3357;True;False;False;False;False;False;True;urban;False;False;0;8006
4311;98237060.0;1;280000;flat;sale;102;False;3;1;Calle de Josefa Amar y Borbón, 8;Zaragoza;Zaragoza;es;416.513.287;-0.8802878;580;False;good;False;True;2745;False;False;False;False;False;False;True;urban;False;False;0;50001
4312;98238120.0;2;185000;flat;sale;90;True;2;2;AV GOLA DE PUCHOL;València;El Saler;es;393.590.656;-0.3217394;13678;False;good;False;True;2056;False;False;False;False;False;False;True;urban;False;False;0;46012
4313;98238210.0;1;241000;flat;sale;119;True;4;2;Calle de l'Ametlla de Mar;Tarragona;Salou;es;410.831.104;11.354.675;8287;False;good;False;True;2025;False;False;False;False;False;False;True;urban;True;True;0;43840
4314;98238320.0;2;50000;flat;sale;73;True;3;1;Calle Vilada, 1;Barcelona;Berga;es;4.210.496;184.673;42415;False;good;False;True;685;True;False;False;False;False;False;True;urban;False;False;0;8600
4315;98238340.0;bj;464000;countryHouse;sale;100;False;1;1;Calle del Serapi s/n;Tarragona;Constanti;es;411.533.833;12.091.936;8414;False;good;False;True;4640;False;False;False;False;False;False;True;rural;False;False;0;43120
4316;98238440.0;bj;590000;chalet;sale;321;False;4;3;barrio Vilafortuny;Tarragona;Cambrils;es;41.077.506;10.976.309;8651;False;good;False;True;1838;False;False;False;False;False;False;True;urban;True;True;0;43850
4317;98239010.0;bj;164500;countryHouse;sale;152;False;3;1;Botarell;Tarragona;Botarell;es;411.352.807;0.9968295;9617;False;good;False;True;1082;False;False;False;False;False;False;True;rural;True;True;0;43772
4318;98239040.0;10;169900;flat;sale;74;True;3;1;Calle del Molí;Barcelona;Hospitalet de Llobregat;es;413.644.158;21.038.682;8075;False;good;False;True;2296;True;False;True;False;False;False;True;urban;False;False;0;8901
4319;98239170.0;3;170000;flat;sale;95;True;2;1;Centro;Vizcaya;Barakaldo;es;432.980.551;-29.897.025;5826;False;good;False;False;1789;False;False;False;False;False;False;True;urban;True;True;0;48901
4320;98240230.0;5;167000;flat;sale;71;True;2;1;barrio Campamento;Madrid;Madrid;es;403.941.427;-37.705.736;6227;False;good;False;False;2352;True;False;True;False;False;False;True;urban;False;False;0;28024
4321;98241010.0;1;252000;flat;sale;65;False;3;2;Calle de Santa Rosalia;Barcelona;Barcelona;es;41.422.595;2.147.191;4388;True;good;False;True;3877;False;False;True;False;False;False;True;urban;False;False;0;8001
4322;98241240.0;bj;590000;chalet;sale;321;False;4;3;Santiago Rusiñol s/n;Tarragona;Cambrils;es;41.078.538;10.968.767;8545;True;good;False;True;1838;True;True;False;False;False;False;True;urban;True;True;0;43850
4323;98241280.0;3;90000;flat;sale;109;False;3;1;Centro;Castellón;Almazora/Almassora;es;399.502.246;-0.0667855;9501;False;good;False;True;826;False;False;False;False;False;False;True;urban;False;False;0;12550
4324;98242750.0;2;166000;flat;sale;89;True;3;1;Plaza Encarnacion, 7;Vizcaya;Bilbao;es;432.540.712;-29.208.364;1591;False;good;False;True;1865;False;False;False;False;False;False;True;urban;False;False;0;48006
4325;98243470.0;bj;495000;chalet;sale;280;False;5;3;Centre;Tarragona;Salou;es;410.866.382;11.294.688;7783;False;good;False;True;1768;False;False;False;False;False;False;True;urban;False;False;0;43840
4326;98243770.0;bj;900000;chalet;sale;210;False;5;3;N-260;Lleida;Montferrer i Castellbó;es;423.419.441;14.202.228;3632;False;good;False;True;4286;False;False;False;False;False;False;True;urban;True;True;0;25796
4327;98244000.0;bj;128000;chalet;sale;250;False;4;1;Calle Asunción;Murcia;Molina de Segura;es;380.549.354;-12.093.707;9553;False;good;False;True;512;True;False;False;False;False;False;True;urban;True;True;0;30500
4328;98245704.0;bj;480000;chalet;sale;350;False;6;4;Calle de la Bassa;Tarragona;Salou;es;410.871.156;11.284.025;7712;False;good;False;True;1371;False;False;False;False;False;False;True;urban;True;True;0;43840
4329;98247510.0;bj;270000;chalet;sale;100;False;2;3;Valsequillo de Gran Canaria;Las Palmas;Valsequillo de Gran Canaria;es;279.943.068;-155.026.184;683;False;good;False;True;2700;False;False;False;False;False;False;True;residential;False;False;0;35217
4330;98248380.0;bj;915000;chalet;sale;405;False;7;4;Sant Julia de Loria;Andorra;Sant Julia de Loria;es;424.640.588;14.892.113;12180;False;good;False;True;2259;False;False;False;False;False;False;True;urban;True;True;0;AD600
4331;98248904.0;3;210000;penthouse;sale;140;False;4;2;barrio Fátima-El Panderón;Murcia;Molina de Segura;es;380.628.407;-12.092.477;10169;False;good;False;True;1500;False;False;False;False;False;False;True;urban;True;True;0;30500
4332;98249140.0;2;275000;flat;sale;109;True;3;1;Marquesa Castellbell;Barcelona;Sant Feliu de Llobregat;es;413.813.717;20.539.009;7685;True;good;False;False;2523;False;False;False;False;False;False;True;urban;False;False;0;8980
4333;98249256.0;bj;475000;chalet;sale;310;False;5;3;Centre;Tarragona;Salou;es;41.086.032;11.286.875;7834;False;good;False;True;1532;False;False;False;False;False;False;True;residential;True;True;0;43840
4334;98249560.0;5;150000;flat;sale;82;True;2;2;Calle de José Pellicer;Zaragoza;Zaragoza;es;416.373.429;-0.8813929;1719;False;good;False;True;1829;True;False;False;False;False;False;True;urban;False;False;0;50008
4335;98249870.0;bj;23900;chalet;sale;180;False;4;1;Calle muniesa, 49;Teruel;Albalate del Arzobispo;es;411.204.476;-0.5149587;35630;False;good;False;True;133;False;False;False;False;False;False;True;urban;False;False;0;44540
4336;98250630.0;1;209000;flat;sale;139;True;3;2;Calle de Migdia;Tarragona;Vila-Seca;es;411.079.473;11.463.448;6095;False;good;False;False;1504;False;False;False;False;False;False;True;urban;False;False;0;43480
4337;98251130.0;1;260000;flat;sale;99;True;3;2;Calle dels Alts Forns;Barcelona;Barcelona;es;413.598.969;21.423.539;3804;False;good;False;True;2626;True;False;False;False;False;False;True;urban;False;False;0;8001
4338;98251790.0;bj;459000;chalet;sale;244;False;4;3;Moncada;València;Moncada;es;395.635.957;-0.4099927;10298;True;good;False;True;1881;True;False;True;False;False;False;True;urban;True;True;0;46112
4339;98251930.0;1;780000;flat;sale;115;True;2;2;barrio El Gòtic;Barcelona;Barcelona;es;413.835.789;21.757.498;608;False;good;False;True;6783;True;False;False;False;False;False;True;urban;False;False;0;8001
4340;98252150.0;1;98500;flat;sale;67;True;1;1;Avenida Pere Molas, 3 T;Tarragona;Salou;es;410.780.146;11.446.477;9060;False;good;False;True;1470;False;False;False;False;False;False;True;urban;False;False;0;43840
4341;98252820.0;7;153000;flat;sale;91;False;3;1;Calle de Higinio Noja;València;València;es;394.623.368;-0.3446667;2927;True;good;False;True;1681;False;False;False;False;False;False;True;urban;False;False;0;46023
4342;98254840.0;bj;239000;chalet;sale;180;False;4;3;Avenida Rodolf Caballé s/n;Tarragona;Riudoms;es;411.405.692;10.495.972;5198;True;good;False;True;1328;True;False;True;False;False;False;True;residential;False;False;0;43330
4343;98255140.0;1;270000;flat;sale;93;True;3;2;Casco Viejo - Muelle;Vizcaya;Portugalete;es;433.258.642;-30.252.965;10035;True;good;False;True;2903;True;True;False;False;False;False;True;urban;False;False;0;48620
4344;98255224.0;1;350000;flat;sale;117;True;4;1;barrio Gran Vía;València;València;es;394.662.727;-0.3651811;1285;False;renew;False;True;2991;False;False;True;False;False;False;True;urban;False;False;0;46005
4345;98255440.0;bj;436000;chalet;sale;220;False;4;3;Xalets de Salou - Mirador de Salou;Tarragona;Salou;es;410.828.486;11.688.762;9461;False;good;False;True;1982;False;False;False;False;False;False;True;residential;True;True;0;43840
4346;98255500.0;1;163500;flat;sale;107;True;3;1;Calle Andrés Giménez Soler;Zaragoza;Zaragoza;es;416.419.498;-0.8968531;1337;False;good;False;True;1528;False;False;False;False;False;False;True;urban;False;False;0;50009
4347;98255816.0;2;165000;flat;sale;92;True;3;1;barrio Barrio de la Paz;Zaragoza;Zaragoza;es;416.272.145;-0.8781639;2874;False;good;False;True;1793;False;False;False;False;False;False;True;urban;True;True;0;50007
4348;98256250.0;1;190000;flat;sale;68;True;2;2;Calle Vallroquetes, 13;Tarragona;Reus;es;411.561.426;11.102.558;191;False;newdevelopment;True;False;2794;True;False;False;False;False;False;False;urban;False;False;0;43201
4349;98256350.0;3;260000;duplex;sale;118;True;3;3;Calle Vallroquetes, 13;Tarragona;Reus;es;411.561.426;11.102.558;191;False;newdevelopment;True;False;2203;True;False;False;False;False;False;False;residential;False;False;0;43201
4350;98256370.0;2;190000;flat;sale;68;True;2;2;Calle Vallroquetes, 13;Tarragona;Reus;es;411.561.426;11.102.558;191;False;newdevelopment;True;False;2794;True;False;False;False;False;False;False;urban;False;False;0;43201
4351;98256530.0;1;350000;flat;sale;110;True;3;2;Arco del teatre;Barcelona;Barcelona;es;413.794.939;21.728.767;873;False;good;False;True;3182;True;False;False;False;False;False;True;urban;True;False;20000;8001
4352;98256870.0;bj;480000;chalet;sale;357;False;6;3;Valsequillo de Gran Canaria;Las Palmas;Valsequillo de Gran Canaria;es;279.958.465;-155.034.959;575;False;good;False;True;1345;False;False;False;False;False;False;True;urban;False;False;0;35217
4353;98257250.0;5;320000;flat;sale;132;True;3;2;Calle de Madrid, 18;Tarragona;Salou;es;410.768.523;11.393.738;9047;False;good;False;True;2424;False;False;False;False;False;False;True;urban;True;True;0;43840
4354;98258760.0;1;252000;flat;sale;65;False;3;2;Calle de Santa Rosalia;Barcelona;Barcelona;es;41.420.895;2.145.691;4276;False;good;False;True;3877;False;False;True;False;False;False;True;urban;False;False;0;8035
4355;98258840.0;bj;990000;chalet;sale;640;False;4;3;Montferrer i Castellbó;Lleida;Montferrer i Castellbó;es;423.435.642;14.263.878;3100;False;good;False;True;1547;False;False;False;False;False;False;True;urban;True;True;0;25796
4356;98260776.0;5;280000;flat;sale;131;True;4;2;barrio La Raiosa;València;València;es;394.560.839;-0.3824632;2198;True;good;False;True;2137;False;False;False;False;False;False;True;urban;True;True;0;46007
4357;98261150.0;1;211000;flat;sale;80;True;2;1;Calle ARQUITECTOS;Madrid;Getafe;es;403.200.466;-37.238.588;10921;False;good;False;False;2638;False;False;False;False;False;False;True;urban;False;False;0;28903
4358;98261210.0;3;260000;flat;sale;100;True;2;2;Camino de les Pasquales, 1;Tarragona;Salou;es;410.781.169;11.475.974;9134;False;good;False;True;2600;False;False;False;False;False;False;True;urban;True;True;0;43840
4359;98261250.0;5;360000;flat;sale;88;False;2;2;Calle Doctor Esquerdo;Madrid;Madrid;es;404.018.449;-36.730.723;3057;True;good;False;True;4091;True;False;False;False;False;False;True;urban;False;False;0;28007
4360;98261310.0;1;1925000;flat;sale;168;True;2;2;Paseo de Gràcia;Barcelona;Barcelona;es;413.890.208;21.642.732;531;True;good;False;True;11458;True;True;False;False;False;False;True;urban;False;False;0;8013
4361;98261410.0;4;125000;flat;sale;52;True;2;1;Calle de Joanot Martorell;Tarragona;Salou;es;410.739.431;11.500.558;9641;True;good;False;True;2404;True;False;True;False;False;False;True;urban;False;False;0;43840
4362;98261720.0;2;1850000;flat;sale;144;True;2;2;Paseo de Gràcia;Barcelona;Barcelona;es;413.919.731;21.685.451;567;True;good;False;True;12847;True;False;False;False;False;False;True;urban;False;False;0;8009
4363;98261900.0;bj;675000;chalet;sale;680;False;7;5;salvador dali s/n;Tarragona;Salou;es;410.753.423;11.527.534;9581;False;good;False;True;993;False;True;False;False;False;False;True;residential;True;True;0;43840
4364;98261930.0;6;380000;flat;sale;249;True;5;3;Calle de Canfranc;Zaragoza;Zaragoza;es;416.501.766;-0.8855606;286;True;good;False;True;1526;True;False;True;False;False;False;True;urban;False;False;0;50004
4365;98262380.0;2;96000;flat;sale;44;True;1;1;Paseo de Miramar;Tarragona;Salou;es;410.773.602;11.294.831;8792;True;good;False;True;2182;False;False;False;False;False;False;True;urban;False;False;0;43840
4366;98262920.0;2;128000;flat;sale;126;True;4;1;jaume balmes;Tarragona;Vila-Seca;es;411.077.017;11.453.672;6077;True;good;False;False;1016;True;True;False;False;False;False;True;urban;False;False;0;43480
4367;98263150.0;bj;42690;flat;sale;153;True;2;2;Calle Llorens i Torres;Lleida;La Pobla de Segur;es;422.457.429;0.9684732;42236;True;good;False;False;279;True;False;True;False;False;False;True;urban;False;False;0;25500
4368;98263464.0;bj;460000;chalet;sale;230;False;4;3;Calle Anglada Camarasa;Tarragona;Cambrils;es;410.790.123;10.978.853;8483;False;good;False;True;2000;True;True;False;False;False;False;True;residential;True;True;0;43850
4369;98265310.0;5;279000;duplex;sale;162;True;3;2;barrio Pubilla Cases;Barcelona;Hospitalet de Llobregat;es;413.747.243;21.033.912;8885;False;good;False;False;1722;False;False;False;False;False;False;True;residential;False;False;0;8906
4370;98266424.0;3;259000;flat;sale;62;True;2;1;Calle de l'Argenter;Barcelona;Barcelona;es;413.866.168;21.748.432;400;True;good;False;False;4177;True;False;False;False;False;False;True;urban;False;False;0;8001
4371;98266536.0;1;575000;flat;sale;181;True;4;2;Calle d'Avinyó;Barcelona;Barcelona;es;413.814.076;2.178.136;920;True;good;False;True;3177;False;False;False;False;False;False;True;urban;False;False;0;8002
4372;98267000.0;bj;279500;flat;sale;131;True;3;2;Calle Tenor Fleta s/n;Zaragoza;Zaragoza;es;4.163.598;-0.87439;2109;False;newdevelopment;True;True;2134;True;False;False;False;False;False;False;urban;True;True;0;50008
4373;98267016.0;bj;283100;flat;sale;126;True;3;2;Calle Tenor Fleta s/n;Zaragoza;Zaragoza;es;4.163.598;-0.87439;2109;False;newdevelopment;True;True;2247;True;False;False;False;False;False;False;urban;True;True;0;50008
4374;98268890.0;1;580000;flat;sale;111;True;1;1;Calle de Trafalgar;Barcelona;Barcelona;es;413.914.396;21.811.248;1047;False;good;False;False;5225;False;False;False;False;False;False;True;urban;False;False;0;8001
4375;98268960.0;en;350000;flat;sale;60;True;2;1;Calle de Copèrnic;Barcelona;Barcelona;es;414.013.171;21.403.784;2941;True;good;False;True;5833;False;False;False;False;False;False;True;urban;False;False;0;8001
4376;98269256.0;2;349000;flat;sale;71;False;3;2;Calle de Pamplona;Barcelona;Barcelona;es;413.949.815;21.924.804;2065;True;good;False;True;4915;True;False;False;False;False;False;True;urban;False;False;0;8005
4377;98269300.0;3;405000;flat;sale;101;True;4;1;Avenida Diagonal;Barcelona;Barcelona;es;414.097.338;22.059.221;3910;False;good;False;True;4010;False;False;False;False;False;False;True;urban;False;False;0;8019
4378;98269310.0;3;280000;flat;sale;60;True;3;2;Plaza del Pedró;Barcelona;Barcelona;es;413.804.916;21.646.419;860;True;good;False;False;4667;True;False;False;False;False;False;True;urban;False;False;0;8001
4379;98269440.0;21;1350000;flat;sale;140;True;3;2;Paseo de Garcia Fària;Barcelona;Barcelona;es;414.037.091;22.169.651;4331;True;good;False;True;9643;True;False;False;False;False;False;True;urban;True;True;0;8071
4380;98269490.0;2;289000;flat;sale;84;True;3;1;Calle de Rogent;Barcelona;Barcelona;es;414.108.976;21.838.029;2886;True;good;False;False;3440;True;False;True;False;False;False;True;urban;False;False;0;8013
4381;98269520.0;3;265000;flat;sale;59;True;2;1;Calle de Lepant;Barcelona;Barcelona;es;414.056.854;21.767.692;2144;True;good;False;False;4492;True;False;False;False;False;False;True;urban;False;False;0;8001
4382;98269544.0;6;725000;penthouse;sale;134;True;4;2;Calle de Ramon Turró;Barcelona;Barcelona;es;414.016.252;22.035.179;3224;True;renew;False;True;5410;True;False;False;True;False;False;True;urban;True;True;0;8001
4383;98269550.0;bj;1350000;chalet;sale;234;False;5;3;Calle de l'Església;Barcelona;Sant Just Desvern;es;413.869.292;2.075.163;8811;True;good;False;True;5769;False;False;False;False;False;False;True;urban;False;False;0;8960
4384;98269576.0;4;620000;flat;sale;125;True;4;1;Via Laietana;Barcelona;Barcelona;es;413.856.827;2.178.125;688;True;good;False;True;4960;False;False;False;False;False;False;True;urban;False;False;0;8003
