Columna1;propertyCode;floor;price;propertyType;operation;size;exterior;rooms;bathrooms;address;province;municipality;country;latitude;longitude;distance;hasVideo;status;newDevelopment;hasLift;priceByArea;hasPlan;has3DTour;has360;hasStaging;superTopHighlight;topNewDevelopment;newDevelopmentFinished;typology_inmo;hasparking;parking_price_included;parking_price;zipcode
1179;94960130.0;1;149000;flat;sale;67;False;2;1;Calle de Carles Buïgas;Tarragona;Salou;es;410.718.379;11.515.842;9906;False;good;False;True;2224;False;False;False;False;False;False;True;urban;False;False;0;43840
1180;94960184.0;bj;116700;flat;sale;45;False;1;1;Eixample;Tarragona;Salou;es;4.107.867;114.274;8939;False;good;False;True;2593;False;False;False;False;False;False;True;urban;False;False;0;43840
1181;94960190.0;bj;127260;flat;sale;60;False;2;1;Eixample;Tarragona;Salou;es;4.107.797;114.534;9084;False;good;False;True;2121;False;False;False;False;False;False;True;urban;False;False;0;43840
1182;94960200.0;1;245000;flat;sale;78;False;3;2;Calle de Bilbao;Tarragona;Salou;es;410.733.572;11.475.577;9629;False;good;False;True;3141;False;False;False;False;False;False;True;urban;True;True;0;43840
1183;94960216.0;bj;225000;flat;sale;70;False;2;1;Eixample;Tarragona;Salou;es;4.107.567;114.504;9317;False;good;False;True;3214;False;False;False;False;False;False;True;urban;False;False;0;43840
1184;94960240.0;bj;530000;chalet;sale;350;False;5;2;Calle Major;Tarragona;Salou;es;410.743.792;11.360.659;9238;False;good;False;True;1514;False;False;False;False;False;False;True;urban;False;False;0;43840
1185;94960264.0;bj;532500;chalet;sale;338;False;4;2;Calle Sant Jordi;Tarragona;Les Borges del Camp;es;411.786.763;10.168.833;8129;False;renew;False;True;1575;False;False;False;False;False;False;True;urban;True;True;0;43350
1186;94960270.0;2;398000;flat;sale;90;False;3;2;Calle de Brussel·les;Tarragona;Salou;es;410.732.039;11.470.366;9631;False;good;False;True;4422;False;False;False;False;False;False;True;urban;True;True;0;43840
1187;94960296.0;4;94600;flat;sale;40;False;1;1;Calle Major;Tarragona;Salou;es;410.740.224;11.392.868;9347;False;good;False;True;2365;False;False;False;False;False;False;True;urban;False;False;0;43840
1188;94960340.0;1;125000;flat;sale;86;False;3;1;Calle de Berlín;Tarragona;Salou;es;410.764.286;11.374.139;9047;False;good;False;True;1453;False;False;False;False;False;False;True;urban;False;False;0;43840
1189;94960344.0;3;110000;flat;sale;40;False;1;1;Calle de Carles Buïgas;Tarragona;Salou;es;410.717.006;11.504.096;9885;False;good;False;True;2750;False;False;False;False;False;False;True;urban;False;False;0;43840
1190;94960360.0;bj;155000;flat;sale;81;False;2;1;Salou de Llevant;Tarragona;Salou;es;410.754.601;11.406.929;9227;False;good;False;True;1914;False;False;False;False;False;False;True;urban;False;False;0;43840
1191;94960370.0;3;295000;flat;sale;138;False;3;2;Calle de Madrid;Tarragona;Salou;es;410.754.275;11.381.627;9171;False;good;False;True;2138;False;False;False;False;False;False;True;urban;False;False;0;43840
1192;94963900.0;9;153900;flat;sale;115;True;4;2;Via de la Hispanidad;Zaragoza;Zaragoza;es;416.475.814;-0.9189212;3580;False;good;False;True;1338;True;False;False;False;False;False;True;urban;True;True;0;50012
1193;94967820.0;1;700000;flat;sale;184;True;5;2;Ronda del General Mitre;Barcelona;Barcelona;es;41.400.984;21.372.357;3146;False;renew;False;True;3804;True;True;False;False;False;False;True;urban;False;False;0;8001
1194;94970180.0;1;126000;flat;sale;87;True;2;2;Rincón;Zaragoza;Zaragoza;es;416.499.506;-0.8739766;734;False;good;False;True;1448;False;False;False;False;False;False;True;urban;False;False;0;50002
1195;94977320.0;2;95000;flat;sale;60;True;1;1;Bonavista;Tarragona;Bonavista;es;4.112.066;11.915.484;7911;False;good;False;True;1583;False;False;False;False;False;False;True;urban;False;False;0;43001
1196;94977350.0;3;375000;flat;sale;55;True;1;1;Calle del Triangle;Barcelona;Barcelona;es;413.876.304;21.802.924;857;False;good;False;True;6818;True;False;True;False;False;False;True;urban;False;False;0;8001
1197;94978240.0;1;109000;duplex;sale;110;True;3;2;Urbanización Vega de la Selva, 1;Teruel;Alcalá de la Selva;es;403.697.018;-0.6908751;57760;False;good;False;False;991;False;False;False;False;False;False;True;residential;False;False;0;44431
1198;94978920.0;bj;154000;chalet;sale;164;False;4;1;barrio Aljucer;Murcia;Murcia;es;379.633.625;-11.630.757;4644;True;good;False;True;939;False;False;False;False;False;False;True;residential;False;False;0;30168
1199;94979530.0;1;180000;flat;sale;83;True;2;2;Avenida de la Diputació;Tarragona;Cambrils;es;410.714.262;10.951.189;9347;False;good;False;True;2169;False;False;False;False;False;False;True;urban;True;True;0;43850
1200;94980380.0;1;500000;flat;sale;74;True;4;2;Calle d'Aribau;Barcelona;Barcelona;es;413.911.878;21.590.123;1031;True;good;False;True;6757;True;False;False;False;False;False;True;urban;False;False;0;8001
1201;94990664.0;bj;195000;flat;sale;82;False;3;2;Avinguda de Salvador Vilaseca;Tarragona;Salou;es;410.842.589;11.383.051;8233;True;newdevelopment;True;True;2378;True;False;False;False;False;False;False;urban;False;False;0;43840
1202;94991820.0;bj;340000;chalet;sale;148;False;3;2;del Rescat;Tarragona;Salou;es;410.835.683;11.659.658;9265;True;good;False;True;2297;True;False;True;False;False;False;True;residential;True;True;0;43480
1203;94995570.0;bj;195000;chalet;sale;165;False;3;3;Calle Castillo Bajo;Teruel;Alcalá de la Selva;es;403.723.943;-0.7191606;57133;False;good;False;True;1182;True;False;False;False;False;False;True;residential;True;True;0;44431
1204;94996710.0;bj;85000;chalet;sale;220;False;4;2;Les Borges del Camp;Tarragona;Les Borges del Camp;es;411.724.499;10.213.007;7573;False;good;False;True;386;False;False;False;False;False;False;True;urban;True;True;0;43350
1205;94997570.0;bj;450000;chalet;sale;315;False;4;4;Carretera del Centro Monte Lentiscal, 75;Las Palmas;Santa Brigida;es;280.413.157;-154.809.921;4958;False;good;False;True;1429;True;False;True;False;False;False;True;urban;True;True;0;35300
1206;95003390.0;4;195000;flat;sale;45;False;1;1;barrio Sol;Madrid;Madrid;es;404.173.669;-3.708.534;453;True;good;False;False;4333;True;True;False;False;False;False;True;urban;False;False;0;28013
1207;95003790.0;4;350000;flat;sale;69;True;2;1;barrio Vallcarca i els Penitents;Barcelona;Barcelona;es;414.095.631;21.471.167;3151;False;good;False;True;5072;False;False;False;False;False;False;True;urban;False;False;0;8023
1208;95007910.0;bj;262700;flat;sale;67;False;4;1;Calle de la Indústria;Barcelona;Barcelona;es;414.081.837;21.718.251;2353;False;good;False;True;3921;False;False;False;False;False;False;True;urban;False;False;0;8001
1209;95010504.0;3;375000;flat;sale;48;True;2;1;barrio Sant Pere - Santa Caterina i la Ribera;Barcelona;Barcelona;es;413.861.078;21.838.063;1151;False;good;False;True;7813;True;False;False;False;False;False;True;urban;False;False;0;8003
1210;95011650.0;bj;180000;chalet;sale;150;False;2;2;Calle dels Panys;Castellón;Alquerias del Niño Perdido;es;398.984.496;-0.1126716;4915;False;good;False;True;1200;False;False;False;False;False;False;True;residential;False;False;0;12539
1211;95012690.0;2;135000;duplex;sale;146;True;5;2;Albalate;Teruel;Andorra;es;40.975.882;-0.4451819;31520;False;good;False;True;925;False;False;False;False;False;False;True;residential;True;True;0;44500
1212;95012850.0;5;98750;flat;sale;48;True;1;1;Plaza d'Europa;Tarragona;Salou;es;410.744.517;11.452.277;9450;False;good;False;True;2057;False;False;False;False;False;False;True;urban;False;False;0;43840
1213;95013940.0;bj;450000;flat;sale;80;True;1;1;barrio El Gòtic;Barcelona;Barcelona;es;413.810.863;21.770.878;881;False;good;False;False;5625;True;False;False;False;False;False;True;urban;False;False;0;8002
1214;95014380.0;4;48300;flat;sale;70;False;3;1;Avenida Bastareny;Barcelona;Guardiola de Berguedà;es;4.223.837;187.521;36621;False;good;False;False;690;False;False;False;False;False;False;True;urban;False;False;0;8695
1215;95014584.0;bj;266000;flat;sale;94;False;3;2;Calle de Josep Fiter i Inglès;Barcelona;Cornellà de Llobregat;es;413.656.602;20.711.795;6528;False;good;False;False;2830;False;False;False;False;False;False;True;urban;False;False;0;8940
1216;95016780.0;2;65550;flat;sale;50;True;2;1;Sant Antoni;Tarragona;Reus;es;411.533.214;11.083.668;174;False;renew;False;True;1311;True;False;False;False;False;False;True;urban;False;False;0;43201
1217;95019250.0;1;97000;flat;sale;99;True;3;2;Avenida Constitución, 4;Teruel;Calamocha;es;409.123.572;-13.001.536;42207;False;good;False;True;980;False;False;False;False;False;False;True;urban;True;True;0;44200
1218;95019560.0;bj;340000;chalet;sale;131;False;3;2;Calle del Rescat, 26;Tarragona;Salou;es;410.822.207;11.660.055;9396;True;good;False;True;2595;True;False;True;False;False;False;True;urban;True;True;0;43840
1219;95021544.0;bj;360000;chalet;sale;216;False;6;3;Puigcerdà;Girona;Puigcerdà;es;424.295.449;19.278.755;39292;False;renew;False;True;1667;False;False;False;False;False;False;True;urban;True;True;0;17520
1220;95029144.0;8;106000;flat;sale;101;True;2;1;Bizkaia;Castellón;Moncófar;es;39.796.282;-0.1383899;9363;False;good;False;True;1050;True;False;False;False;False;False;True;urban;True;True;0;12593
1221;95032460.0;bj;160000;chalet;sale;196;False;4;2;Centro;Castellón;Villarreal/Vila-Real;es;399.345.864;-0.1008592;8045;False;renew;False;True;816;False;False;False;False;False;False;True;urban;False;False;0;12540
1222;95040350.0;1;315000;flat;sale;65;False;1;1;Calle de la Cera, 3;Barcelona;Barcelona;es;413.792.421;21.667.584;905;True;good;False;True;4846;True;False;False;False;False;False;True;urban;False;False;0;8001
1223;95042010.0;3;95000;flat;sale;102;True;4;1;Calle Santa Bàrbara, 23;Barcelona;Berga;es;42.097.912;18.394.084;42492;True;good;False;False;931;False;False;False;False;False;False;True;urban;False;False;0;8600
1224;95042620.0;1;109000;flat;sale;133;False;3;2;Alcalá de la Selva;Teruel;Alcalá de la Selva;es;403.697.943;-0.7192606;57419;False;good;False;False;820;False;False;False;False;False;False;True;urban;False;False;0;44431
1225;95046130.0;bj;409500;chalet;sale;687;False;6;5;Calle Prim;Castellón;Castellón de la Plana / Castello de la Plana;es;399.832.909;-0.0283941;13739;False;renew;False;True;596;True;False;False;False;False;False;True;residential;True;True;0;12003
1226;95049496.0;bj;540000;chalet;sale;546;False;7;4;barrio Jardins de Vilafortuny - Más d'en Bosch;Tarragona;Cambrils;es;410.843.791;1.095.856;7911;False;good;False;True;989;False;False;True;False;False;False;True;urban;True;True;0;43850
1227;95051870.0;bj;390000;chalet;sale;326;False;5;2;Cam. de Valls;Tarragona;Reus;es;411.595.742;11.173.704;893;True;good;False;True;1196;False;False;False;False;False;False;True;residential;True;True;0;43201
1228;95063530.0;bj;39500;countryHouse;sale;216;False;1;0;La Canonja;Tarragona;La Canonja;es;411.198.758;11.812.215;7211;False;renew;False;True;183;False;False;False;False;False;False;True;rural;True;True;0;43100
1229;95063710.0;bj;122100;chalet;sale;106;False;3;2;Calle Urbanización Princesa Arminda;Las Palmas;Valsequillo de Gran Canaria;es;279.939.077;-154.708.399;2941;False;good;False;True;1152;False;False;False;False;False;False;True;urban;False;False;0;35217
1230;95066450.0;3;95000;flat;sale;102;False;4;1;Calle Santa Bàrbara;Barcelona;Berga;es;420.990.943;18.400.972;42445;False;good;False;False;931;False;False;False;False;False;False;True;urban;False;False;0;8600
1231;95072300.0;bj;390000;chalet;sale;303;False;4;2;La Coma i la Pedra;Lleida;La Coma i la Pedra;es;421.767.104;1.589.204;22675;False;good;False;True;1287;False;False;False;False;False;False;True;urban;True;True;0;25282
1232;95078790.0;bj;380000;chalet;sale;285;False;5;4;Calle Serra Llaveria;Tarragona;Cambrils;es;410.838.929;11.014.188;7915;True;good;False;True;1333;False;False;False;False;False;False;True;residential;False;False;0;43850
1233;95079784.0;bj;450000;chalet;sale;133;False;4;2;Rue du Carlit;Cerdanya Francesa;Osséja;es;424.189.541;19.716.504;42612;True;good;False;True;3383;True;False;False;False;False;False;True;urban;True;True;0;66340
1234;95080920.0;3;485000;flat;sale;125;True;4;3;Calle Morera, 3;Murcia;Murcia;es;379.868.759;-11.345.863;1091;False;newdevelopment;True;True;3880;True;False;False;False;False;False;False;urban;False;False;0;30004
1235;95082910.0;3;385000;flat;sale;92;True;4;1;Avenida Diagonal;Barcelona;Barcelona;es;414.072.969;22.038.195;3602;True;good;False;True;4185;False;False;False;False;False;False;True;urban;False;False;0;8005
1236;95090904.0;bj;152950;flat;sale;66;True;3;1;Calle de les Roses;Barcelona;Sant Feliu de Llobregat;es;413.849.468;20.501.447;8017;False;good;False;False;2317;True;False;False;False;False;False;True;urban;False;False;0;8980
1237;95100180.0;bj;190000;countryHouse;sale;209;False;5;2;Perales del Alfambra;Teruel;Perales del Alfambra;es;406.319.566;-1.002.837;32710;False;good;False;True;909;False;False;False;False;False;False;True;rural;False;False;0;44163
1238;95101610.0;bj;198000;flat;sale;97;True;1;1;Calle dels Assaonadors;Barcelona;Barcelona;es;413.876.703;21.803.717;860;False;good;False;False;2041;False;False;False;False;False;False;True;urban;False;False;0;8001
1239;95107900.0;2;68000;flat;sale;69;True;3;1;Calle del Sol;Tarragona;Reus;es;411.541.055;11.046.603;349;True;good;False;False;986;False;False;False;False;False;False;True;urban;False;False;0;43201
1240;95111330.0;bj;1490000;chalet;sale;320;False;4;3;El Forn-El Prats-Meritxel;Andorra;Canillo;es;425.567.876;16.087.064;25385;False;good;False;True;4656;False;False;False;False;False;False;True;residential;True;True;0;AD100
1241;95111336.0;3;390398;flat;sale;100;True;3;1;Canillo;Andorra;Canillo;es;42.568.948;16.024.317;26344;False;good;False;True;3904;False;False;False;False;False;False;True;urban;True;True;0;AD100
1242;95112220.0;2;83000;flat;sale;75;True;2;1;Benicàssim;Castellón;Moncófar;es;398.027.651;-0.1289283;8311;False;good;False;True;1107;True;False;False;False;False;False;True;urban;True;True;0;12593
1243;95117490.0;1;299000;flat;sale;115;False;2;2;Paseo de Cuéllar;Zaragoza;Zaragoza;es;416.380.257;-0.8869892;2159;False;good;False;True;2600;True;False;True;False;False;False;True;urban;False;False;0;50006
1244;95119070.0;bj;100000;flat;sale;88;False;3;1;La Pobla de Segur;Lleida;La Pobla de Segur;es;422.482.193;0.9660847;42344;False;good;False;True;1136;False;False;False;False;False;False;True;urban;True;True;0;25500
1245;95130344.0;4;248000;flat;sale;70;True;3;1;Calle de l'Escultor Canet;Barcelona;Barcelona;es;413.740.658;21.270.301;3866;False;good;False;True;3543;True;False;True;False;False;False;True;urban;False;False;0;8028
1246;95135230.0;1;123000;flat;sale;95;True;3;1;Carretera LA HIGUERA 35329;Las Palmas;Vega de San Mateo;es;280.083.094;-155.311.032;3190;False;good;False;False;1295;False;False;False;False;False;False;True;urban;False;False;0;35320
1247;95135310.0;2;356250;flat;sale;146;True;2;2;Calle de la Mare de Déu del Pilar;Barcelona;Barcelona;es;413.857.577;21.763.363;542;False;good;False;False;2440;True;False;False;False;False;False;True;urban;False;False;0;8001
1248;95144140.0;bj;540000;chalet;sale;240;False;8;4;Cerdanya;Girona;Guils de Cerdanya;es;424.496.343;18.795.931;35993;False;good;False;True;2250;False;False;False;False;False;False;True;urban;True;True;0;17528
1249;95161810.0;bj;264100;chalet;sale;177;False;3;3;barrio Vilafortuny;Tarragona;Cambrils;es;41.071.047;10.980.319;9363;False;good;False;True;1492;False;False;False;False;False;False;True;urban;True;True;0;43850
1250;95168950.0;21;1200000;penthouse;sale;220;True;3;3;Calle de Pau Alsina;Barcelona;Barcelona;es;414.095.772;215.918;2669;True;good;False;True;5455;True;False;False;False;False;False;True;urban;True;True;0;8001
1251;95170330.0;2;186500;flat;sale;81;False;2;2;Avenida del Batlle Pere Molas;Tarragona;Salou;es;410.806.229;11.474.529;8870;False;good;False;True;2302;False;False;False;False;False;False;True;urban;True;True;0;43840
1252;95189090.0;bj;214610;flat;sale;103;False;1;1;Calle del Gladiolo;Madrid;Madrid;es;404.627.864;-37.007.364;5128;False;good;False;True;2084;False;False;False;False;False;False;True;urban;False;False;0;28039
1253;95189256.0;1;214610;flat;sale;69;True;1;1;barrio Berruguete;Madrid;Madrid;es;404.627.372;-37.038.218;5119;False;good;False;True;3110;False;False;False;False;False;False;True;urban;True;True;0;28039
1254;95191540.0;4;400000;flat;sale;132;True;2;2;pz españa;València;València;es;394.637.806;-0.3798451;1314;True;good;False;True;3030;False;False;False;False;False;False;True;urban;False;False;0;46002
1255;95205000.0;1;116000;flat;sale;120;True;2;1;av mallorca;Castellón;Moncófar;es;397.965.742;-0.1364464;9241;False;good;False;True;967;True;False;False;False;False;False;True;urban;True;True;0;12593
1256;95206740.0;bj;158000;chalet;sale;90;False;2;2;Calle Vilches;Madrid;Madrid;es;403.755.605;-36.647.287;5618;False;good;False;True;1756;False;False;False;False;False;False;True;residential;False;False;0;28053
1257;95208970.0;bj;895000;chalet;sale;405;False;6;3;Avenida Verge de Canòlich;Andorra;Sant Julia de Loria;es;424.663.072;14.892.669;12426;False;good;False;True;2210;False;False;False;False;False;False;True;urban;True;True;0;AD600
1258;95209540.0;1;156750;flat;sale;56;True;2;1;Calle Decano Higueras del Castillo;Málaga;Torremolinos;es;366.160.043;-45.023.437;14991;True;good;False;False;2799;True;False;False;False;False;False;True;urban;False;False;0;29620
1259;95213020.0;3;230000;flat;sale;77;True;3;1;Armengot, 3;Madrid;Madrid;es;403.967.817;-37.188.007;2576;False;good;False;True;2987;False;False;False;False;False;False;True;urban;False;False;0;28019
1260;95213400.0;bj;135000;countryHouse;sale;25;False;1;1;Lomo Fregenal;Las Palmas;Valsequillo de Gran Canaria;es;279.837.605;-154.715.555;3325;False;good;False;True;5400;False;False;False;False;False;False;True;rural;False;False;0;35217
1261;95216070.0;3;56000;flat;sale;66;True;3;1;Berga;Barcelona;Berga;es;421.013.161;18.568.354;43309;False;good;False;False;848;False;False;False;False;False;False;True;urban;False;False;0;8600
1262;95219020.0;bj;234920;flat;sale;30;False;2;1;Ramal Pitort;Barcelona;Castelldefels;es;412.688.231;19.723.433;7209;True;good;False;False;7831;True;False;True;False;False;False;True;urban;False;False;0;8860
1263;95220600.0;6;105000;flat;sale;85;True;2;1;Passatge del Doctor Pigem, 4;Tarragona;Salou;es;410.720.868;11.474.154;9759;False;good;False;True;1235;False;False;False;False;False;False;True;urban;False;False;0;43840
1264;95223000.0;bj;310000;chalet;sale;250;False;4;3;Alpuente;València;Benimàmet;es;395.014.567;-0.4161871;4849;True;good;False;True;1240;False;False;False;False;False;False;True;urban;True;True;0;46035
1265;95224720.0;2;94000;flat;sale;58;True;2;1;Valencia;Tarragona;Salou;es;410.756.223;11.236.031;8899;False;good;False;False;1621;False;False;False;False;False;False;True;urban;False;False;0;43840
1266;95231016.0;7;174900;flat;sale;103;True;3;1;Camino DE LAS TORRES, 114;Zaragoza;Zaragoza;es;416.404.393;-0.8855962;1300;False;good;False;True;1698;True;False;False;False;False;False;True;urban;True;False;26000;50006
1267;95232376.0;1;274000;flat;sale;61;False;2;1;Calle de Violant d'Hongria Reina d'Aragó;Barcelona;Barcelona;es;41.380.843;21.300.808;3408;True;good;False;True;4492;True;False;False;False;False;False;True;urban;False;False;0;8028
1268;95233910.0;bj;262500;flat;sale;116;False;3;2;Calle de San Vicente de Paúl;Zaragoza;Zaragoza;es;416.528.392;-0.8752683;397;False;good;False;True;2263;True;False;True;False;False;False;True;urban;False;False;0;50001
1269;95244660.0;bj;106000;flat;sale;89;True;2;1;Tamarit;Castellón;Moncófar;es;397.910.088;-0.1405581;9950;True;good;False;True;1191;True;False;False;False;False;False;True;urban;True;True;0;12593
1270;95247176.0;2;680000;penthouse;sale;170;True;4;1;Gran de Gracia;Barcelona;Barcelona;es;414.066.616;21.509.385;2701;True;good;False;False;4000;True;False;False;False;False;False;True;urban;False;False;0;8001
1271;95248744.0;7;480000;flat;sale;175;True;5;2;barrio Santa Catalina-San Bartolomé;Murcia;Murcia;es;379.880.482;-11.325.153;911;False;renew;False;True;2743;True;False;True;False;False;False;True;urban;True;True;0;30004
1272;95257520.0;1;229000;flat;sale;60;True;3;1;Calle de Tordera;Barcelona;Barcelona;es;414.017.212;21.601.006;1830;False;renew;False;False;3817;False;False;False;False;False;False;True;urban;False;False;0;8001
1273;95260080.0;1;787500;flat;sale;166;True;4;4;Centro;Andorra;Andorra la Vella;es;425.002.417;15.184.178;16671;False;good;False;False;4744;False;False;False;False;False;False;True;urban;True;True;0;AD500
1274;95260184.0;2;724000;flat;sale;185;True;4;2;Les Bons;Andorra;Encamp;es;425.368.909;15.866.361;22581;False;good;False;True;3914;False;False;False;False;False;False;True;urban;True;True;0;AD200
1275;95260220.0;3;389000;flat;sale;106;True;4;2;Les Escaldes;Andorra;Escaldes-Engordany;es;425.172.423;15.324.653;18822;False;good;False;True;3670;False;False;False;False;False;False;True;urban;True;True;0;AD700
1276;95260360.0;bj;990000;chalet;sale;236;False;5;2;Santa Coloma;Andorra;Andorra la Vella;es;42.489.211;14.930.615;14985;False;good;False;True;4195;True;False;False;False;False;False;True;urban;True;True;0;AD500
1277;95267770.0;1;82000;flat;sale;104;False;3;2;barrio El Esparragal;Murcia;Murcia;es;380.459.397;-10.827.951;6923;False;good;False;True;788;False;False;False;False;False;False;True;urban;False;False;0;30163
1278;95271210.0;bj;700000;chalet;sale;146;False;3;1;Calle del Camí del Más de Clariana, 1 I;Tarragona;Cambrils;es;410.719.707;11.082.895;9217;False;good;False;True;4795;False;False;False;False;False;False;True;residential;True;True;0;43850
1279;95271860.0;bj;160000;chalet;sale;246;False;4;1;barrio Ciutat del Transport-La Salera;Castellón;Castellón de la Plana / Castello de la Plana;es;399.878.973;-0.0756688;13665;False;good;False;True;650;False;False;False;False;False;False;True;urban;True;True;0;12071
1280;95277020.0;2;252040;flat;sale;186;True;4;1;Calle Cataluña;Málaga;Málaga;es;367.244.474;-44.343.124;1592;True;good;False;True;1355;True;False;False;False;False;False;True;urban;False;False;0;29009
1281;95278900.0;bj;567000;flat;sale;110;True;3;2;Centro;Andorra;Andorra la Vella;es;425.043.604;1.524.239;17251;False;good;False;True;5155;False;False;False;False;False;False;True;urban;True;True;0;AD500
1282;95283730.0;en;353930;flat;sale;111;True;4;2;Floridablanca;Barcelona;Barcelona;es;413.794.929;21.579.769;1308;False;good;False;True;3189;False;False;False;False;False;False;True;urban;True;True;0;8001
1283;95284210.0;bj;185000;flat;sale;160;True;4;2;Calle Norte;València;València;es;394.749.309;-0.3896552;1257;True;renew;False;True;1156;False;False;False;False;False;False;True;urban;False;False;0;46008
1284;95285780.0;1;550000;flat;sale;122;True;3;2;Calle de Saragossa;Barcelona;Barcelona;es;4.140.508;21.445.277;2927;True;good;False;True;4508;True;False;False;False;False;False;True;urban;True;False;30000;8006
1285;95286850.0;bj;310000;flat;sale;68;True;1;1;Calle de la Flor;Barcelona;Barcelona;es;413.838.298;21.722.829;398;False;good;False;True;4559;False;False;False;False;False;False;True;urban;False;False;0;8002
1286;95287864.0;bj;85000;countryHouse;sale;15;False;1;1;Lloc las Arenas, 4438;Tarragona;Vila-Seca;es;411.186.878;11.405.397;4825;True;good;False;True;5667;False;False;False;False;False;False;True;rural;True;True;0;43480
1287;95288610.0;bj;310000;chalet;sale;177;False;3;4;Calle Victoria, 3;Murcia;Murcia;es;379.404.782;-11.474.463;6360;True;good;False;True;1751;True;False;False;False;False;False;True;residential;True;True;0;30150
1288;95289630.0;5;245000;flat;sale;55;False;2;1;GENERAL CONCHA;Vizcaya;Bilbao;es;432.548.563;-29.374.988;1036;False;good;False;True;4455;False;False;False;False;False;False;True;urban;False;False;0;48012
1289;95290050.0;bj;210000;chalet;sale;190;False;3;2;Calle Ave Maria;Castellón;Burriana;es;398.863.996;-0.0885087;2643;False;good;False;True;1105;False;False;False;False;False;False;True;residential;True;True;0;12530
1290;95291224.0;6;173000;flat;sale;100;True;3;2;Otxarkoaga - Txurdinaga;Vizcaya;Bilbao;es;432.597.963;-29.025.384;2669;False;renew;False;True;1730;False;False;False;False;False;False;True;urban;False;False;0;48004
1291;95292344.0;4;1300000;duplex;sale;250;True;6;4;Les Escaldes;Andorra;Escaldes-Engordany;es;425.147.799;15.344.717;18617;False;good;False;True;5200;False;False;False;False;False;False;True;residential;True;True;0;AD700
1292;95295470.0;bj;190000;chalet;sale;300;False;6;3;Alto CASTILLO, 6;Teruel;Alcalá de la Selva;es;403.716.485;-0.7208562;57198;False;renew;False;True;633;False;False;False;False;False;False;True;urban;False;False;0;44431
1293;95296170.0;3;82500;flat;sale;96;True;3;1;Bonavista;Tarragona;Bonavista;es;411.219.173;11.959.823;8175;False;good;False;False;859;False;False;False;False;False;False;True;urban;False;False;0;43001
1294;95297180.0;4;165000;flat;sale;51;True;2;1;Calle del Roser;Barcelona;Barcelona;es;413.702.423;21.651.831;1914;False;good;False;False;3235;False;False;True;False;False;False;True;urban;False;False;0;8004
1295;95297540.0;1;613500;flat;sale;158;True;4;2;Plaza de les Glòries Catalanes, 34;Barcelona;Barcelona;es;414.016.612;21.881.003;2212;False;newdevelopment;True;True;3883;True;False;False;False;False;False;False;urban;False;False;0;8001
1296;95298420.0;bj;221350;flat;sale;84;True;3;1;Gran Vía Corts Catalanes;Barcelona;Barcelona;es;414.162.029;22.040.464;4310;False;good;False;True;2635;False;False;False;False;False;False;True;urban;False;False;0;8001
1297;95303170.0;bj;220000;chalet;sale;90;False;3;2;Calle Anoia;Tarragona;Cambrils;es;410.686.182;10.858.401;9779;False;good;False;True;2444;False;False;False;False;False;False;True;residential;True;True;0;43850
1298;95303360.0;bj;85000;countryHouse;sale;40;False;1;1;Vila-Seca;Tarragona;Vila-Seca;es;411.184.878;11.414.397;4886;False;good;False;True;2125;False;False;False;False;False;False;True;rural;False;False;0;43480
1299;95310130.0;3;147250;flat;sale;53;True;2;1;Calle de les Carretes;Barcelona;Barcelona;es;413.781.622;21.651.756;1070;False;renew;False;False;2778;True;False;False;False;False;False;True;urban;False;False;0;8001
1300;95310340.0;bj;690000;chalet;sale;700;False;7;4;Calle de Salvador Dalí;Tarragona;Salou;es;410.761.587;11.514.588;9456;False;good;False;True;986;False;False;False;False;False;False;True;urban;True;True;0;43840
1301;95311070.0;4;625000;flat;sale;133;True;4;2;Avenida de Sarrià;Barcelona;Barcelona;es;413.891.699;21.406.783;2464;True;good;False;True;4699;True;False;False;False;False;False;True;urban;False;False;0;8001
1302;95311860.0;bj;253000;chalet;sale;222;False;3;2;Camino de les Planes del Puig;Tarragona;Castellvell del Camp;es;411.916.211;10.819.413;4660;True;good;False;True;1140;False;False;True;False;False;False;True;urban;True;True;0;43392
1303;95314270.0;bj;175750;flat;sale;96;True;4;1;Calle d'Andalusia;Barcelona;Sant Joan Despí;es;413.683.066;20.675.546;6659;False;good;False;False;1831;False;False;False;False;False;False;True;urban;False;False;0;8970
1304;95314320.0;bj;166250;flat;sale;76;True;2;1;Calle d'Ignasi Iglesias;Barcelona;Cornellà de Llobregat;es;413.639.598;20.713.075;6367;False;good;False;False;2188;True;False;False;False;False;False;True;urban;False;False;0;8940
1305;95315180.0;bj;990000;chalet;sale;320;False;4;3;Juberri;Andorra;Juberri;es;424.395.465;14.924.788;9596;False;good;False;True;3094;False;False;False;False;False;False;True;urban;True;True;0;AD600
1306;95316330.0;bj;250000;chalet;sale;153;False;3;2;barrio El Esparragal;Murcia;Murcia;es;380.469.416;-10.864.942;6826;False;good;False;True;1634;True;False;True;False;False;False;True;urban;False;False;0;30163
1307;95316670.0;1;150000;flat;sale;118;True;3;2;Calle Enric Valor i Vives;Castellón;Villarreal/Vila-Real;es;399.442.265;-0.0930518;8942;False;good;False;True;1271;True;False;False;False;False;False;True;urban;True;True;0;12540
